lg,label,rep,depth,origin,excess,rest,cnt,day,seq_name
3565.0,1023-980,30.0,2,new,,,23,9,8m
3565.0,1023-980,31.0,2,,waste,870.0,23,9,8m
1440.0,1023-401,8.0,2,new,,,24,9,8m
3510.0,1023-673,23.0,2,,3m0,,24,9,8m
4045.0,1023-947,36.0,1,new,3m5,,25,9,8m
5475.0,1023-579,51.0,1,new,2m5,,26,9,8m
5190.0,1023-446,48.0,1,new,2m5,,27,9,8m
4905.0,1023-832,47.0,1,new,3m0,,28,9,8m
4870.0,1023-774,46.0,1,new,3m0,,29,9,8m
4725.0,1023-801,45.0,1,new,3m0,,30,9,8m
4715.0,1023-433,44.0,1,new,3m0,,31,9,8m
4680.0,1023-884,43.0,1,new,3m0,,32,9,8m
4655.0,1023-759,42.0,1,new,3m0,,33,9,8m
4645.0,1023-841,41.0,1,new,3m0,,34,9,8m
4330.0,1023-868,38.0,1,new,3m5,,35,9,8m
4045.0,1023-947,35.0,1,new,3m5,,36,9,8m
1020.0,1023-395,0.0,1,1m5,waste,250.0,1,9,7m
3435.0,1023-900,22.0,1,3m5,waste,250.0,2,9,7m
3010.0,1023-898,21.0,1,3m5,waste,250.0,3,9,7m
2930.0,1023-507,20.0,1,3m0,waste,250.0,4,9,7m
2640.0,1023-249,19.0,1,3m0,waste,250.0,5,9,7m
2640.0,1023-249,18.0,1,3m0,waste,250.0,6,9,7m
2065.0,1023-247,16.0,1,2m5,waste,250.0,7,9,7m
2065.0,1023-247,15.0,1,2m5,waste,250.0,8,9,7m
1735.0,1023-216,14.0,1,2m0,waste,250.0,9,9,7m
1705.0,1023-785,13.0,1,2m0,waste,250.0,10,9,7m
1705.0,1023-785,12.0,1,2m0,waste,250.0,11,9,7m
2400.0,1023-788,17.0,1,2m5,waste,250.0,12,9,7m
1515.0,1023-989,10.0,1,2m0,waste,250.0,13,9,7m
1465.0,1023-555,9.0,1,1m5,waste,250.0,14,9,7m
1440.0,1023-401,8.0,1,1m5,waste,250.0,15,9,7m
1440.0,1023-401,7.0,1,1m5,waste,250.0,16,9,7m
1410.0,1023-813,6.0,1,1m5,waste,250.0,17,9,7m
1235.0,1023-265,5.0,1,1m5,waste,250.0,18,9,7m
1235.0,1023-265,4.0,1,1m5,waste,250.0,19,9,7m
1235.0,1023-265,3.0,1,1m5,waste,250.0,20,9,7m
1235.0,1023-265,2.0,1,1m5,waste,250.0,21,9,7m
1235.0,1023-265,1.0,1,1m5,waste,250.0,22,9,7m
1660.0,1023-592,11.0,2,new,,,23,9,7m
5275.0,1023-520,49.0,2,,waste,65.0,23,9,7m
3510.0,1023-673,23.0,1,new,3m0,,24,9,7m
3565.0,1023-980,24.0,1,new,3m0,,25,9,7m
5275.0,1023-520,50.0,1,new,1m5,,26,9,7m
5190.0,1023-446,48.0,1,new,1m5,,27,9,7m
4905.0,1023-832,47.0,1,new,2m0,,28,9,7m
4870.0,1023-774,46.0,1,new,2m0,,29,9,7m
4725.0,1023-801,45.0,1,new,2m0,,30,9,7m
4715.0,1023-433,44.0,1,new,2m0,,31,9,7m
4680.0,1023-884,43.0,1,new,2m0,,32,9,7m
4655.0,1023-759,42.0,1,new,2m0,,33,9,7m
4645.0,1023-841,41.0,1,new,2m0,,34,9,7m
4410.0,1023-707,40.0,1,new,2m5,,35,9,7m
4335.0,1023-968,39.0,1,new,2m5,,36,9,7m
4330.0,1023-868,38.0,1,new,2m5,,37,9,7m
4220.0,1023-441,37.0,1,new,2m5,,38,9,7m
4045.0,1023-947,36.0,1,new,2m5,,39,9,7m
4045.0,1023-947,35.0,1,new,2m5,,40,9,7m
3795.0,1023-780,34.0,1,new,3m0,,41,9,7m
3765.0,1023-302,33.0,1,new,3m0,,42,9,7m
3600.0,1023-665,32.0,1,new,3m0,,43,9,7m
3565.0,1023-980,31.0,1,new,3m0,,44,9,7m
3565.0,1023-980,30.0,1,new,3m0,,45,9,7m
3565.0,1023-980,29.0,1,new,3m0,,46,9,7m
3565.0,1023-980,28.0,1,new,3m0,,47,9,7m
3565.0,1023-980,27.0,1,new,3m0,,48,9,7m
3565.0,1023-980,26.0,1,new,3m0,,49,9,7m
3565.0,1023-980,25.0,1,new,3m0,,50,9,7m
5475.0,1023-579,51.0,1,new,1m5,,51,9,7m
5190.0,1023-446,48.0,1,new,waste,810.0,1,9,6m
5275.0,1023-520,49.0,1,new,waste,725.0,2,9,6m
5275.0,1023-520,50.0,1,new,waste,725.0,3,9,6m
5475.0,1023-579,51.0,1,new,waste,525.0,4,9,6m
1020.0,1023-395,0.0,1,1m5,waste,250.0,5,9,6m
3435.0,1023-900,22.0,1,3m5,waste,250.0,6,9,6m
2930.0,1023-507,20.0,1,3m0,waste,250.0,7,9,6m
2640.0,1023-249,19.0,1,3m0,waste,250.0,8,9,6m
2065.0,1023-247,16.0,1,2m5,waste,250.0,9,9,6m
1735.0,1023-216,14.0,1,2m0,waste,250.0,10,9,6m
1705.0,1023-785,13.0,1,2m0,waste,250.0,11,9,6m
1705.0,1023-785,12.0,1,2m0,waste,250.0,12,9,6m
1515.0,1023-989,10.0,1,2m0,waste,250.0,13,9,6m
1465.0,1023-555,9.0,1,1m5,waste,250.0,14,9,6m
1440.0,1023-401,8.0,1,1m5,waste,250.0,15,9,6m
1440.0,1023-401,7.0,1,1m5,waste,250.0,16,9,6m
1410.0,1023-813,6.0,1,1m5,waste,250.0,17,9,6m
1235.0,1023-265,5.0,1,1m5,waste,250.0,18,9,6m
1235.0,1023-265,4.0,1,1m5,waste,250.0,19,9,6m
1235.0,1023-265,3.0,1,1m5,waste,250.0,20,9,6m
1235.0,1023-265,2.0,1,1m5,waste,250.0,21,9,6m
1235.0,1023-265,1.0,1,1m5,waste,250.0,22,9,6m
1660.0,1023-592,11.0,1,2m0,waste,250.0,23,9,6m
2400.0,1023-788,17.0,2,new,,,24,9,6m
3565.0,1023-980,24.0,2,,waste,35.0,24,9,6m
2640.0,1023-249,18.0,1,new,3m0,,25,9,6m
4410.0,1023-707,40.0,1,new,1m5,,26,9,6m
4335.0,1023-968,39.0,1,new,1m5,,27,9,6m
4330.0,1023-868,38.0,1,new,1m5,,28,9,6m
4220.0,1023-441,37.0,1,new,1m5,,29,9,6m
4045.0,1023-947,36.0,1,new,1m5,,30,9,6m
2065.0,1023-247,15.0,1,new,3m5,,31,9,6m
3795.0,1023-780,34.0,1,new,2m0,,32,9,6m
3765.0,1023-302,33.0,1,new,2m0,,33,9,6m
3600.0,1023-665,32.0,1,new,2m0,,34,9,6m
3565.0,1023-980,31.0,1,new,2m0,,35,9,6m
3565.0,1023-980,30.0,1,new,2m0,,36,9,6m
3565.0,1023-980,29.0,1,new,2m0,,37,9,6m
3565.0,1023-980,28.0,1,new,2m0,,38,9,6m
3565.0,1023-980,27.0,1,new,2m0,,39,9,6m
3565.0,1023-980,26.0,1,new,2m0,,40,9,6m
3565.0,1023-980,25.0,1,new,2m0,,41,9,6m
3510.0,1023-673,23.0,1,new,2m0,,42,9,6m
3010.0,1023-898,21.0,1,new,2m5,,43,9,6m
4045.0,1023-947,35.0,1,new,1m5,,44,9,6m
4645.0,1023-841,41.0,1,new,waste,1355.0,45,9,6m
4655.0,1023-759,42.0,1,new,waste,1345.0,46,9,6m
4680.0,1023-884,43.0,1,new,waste,1320.0,47,9,6m
4715.0,1023-433,44.0,1,new,waste,1285.0,48,9,6m
4725.0,1023-801,45.0,1,new,waste,1275.0,49,9,6m
4870.0,1023-774,46.0,1,new,waste,1130.0,50,9,6m
4905.0,1023-832,47.0,1,new,waste,1095.0,51,9,6m
5190.0,1023-446,48.0,1,new,waste,810.0,1,9,SS
5275.0,1023-520,49.0,1,new,waste,725.0,2,9,SS
5275.0,1023-520,50.0,1,new,waste,725.0,3,9,SS
5475.0,1023-579,51.0,1,new,waste,525.0,4,9,SS
1020.0,1023-395,0.0,1,1m25,waste,125.0,5,9,SS
3010.0,1023-898,21.0,1,3m25,waste,125.0,6,9,SS
2400.0,1023-788,17.0,1,2m5,waste,125.0,7,9,SS
1235.0,1023-265,1.0,1,1m25,waste,125.0,8,9,SS
1410.0,1023-813,6.0,1,1m5,waste,125.0,9,9,SS
1440.0,1023-401,7.0,1,1m5,waste,125.0,10,9,SS
1465.0,1023-555,9.0,1,1m5,waste,125.0,11,9,SS
1515.0,1023-989,10.0,1,1m75,waste,125.0,12,9,SS
1660.0,1023-592,11.0,1,1m75,waste,125.0,13,9,SS
1705.0,1023-785,12.0,1,1m75,waste,125.0,14,9,SS
1705.0,1023-785,13.0,1,1m75,waste,125.0,15,9,SS
1440.0,1023-401,8.0,1,1m5,waste,125.0,16,9,SS
1235.0,1023-265,4.0,2,2m5,,,17,9,SS
1235.0,1023-265,5.0,2,,waste,125.0,17,9,SS
1235.0,1023-265,2.0,2,2m5,,,18,9,SS
1235.0,1023-265,3.0,2,,waste,125.0,18,9,SS
1735.0,1023-216,14.0,2,new,,,19,9,SS
4220.0,1023-441,37.0,2,,waste,45.0,19,9,SS
2065.0,1023-247,16.0,2,new,,,20,9,SS
2640.0,1023-249,19.0,2,,1m25,,20,9,SS
2065.0,1023-247,15.0,2,new,,,21,9,SS
2640.0,1023-249,18.0,2,,1m25,,21,9,SS
4680.0,1023-884,43.0,1,new,1m25,,22,9,SS
4335.0,1023-968,39.0,1,new,1m5,,23,9,SS
4410.0,1023-707,40.0,1,new,1m5,,24,9,SS
4645.0,1023-841,41.0,1,new,1m25,,25,9,SS
4655.0,1023-759,42.0,1,new,1m25,,26,9,SS
4715.0,1023-433,44.0,1,new,1m25,,27,9,SS
4725.0,1023-801,45.0,1,new,1m25,,28,9,SS
4045.0,1023-947,36.0,1,new,1m75,,29,9,SS
4330.0,1023-868,38.0,1,new,1m5,,30,9,SS
3795.0,1023-780,34.0,1,new,2m0,,31,9,SS
2930.0,1023-507,20.0,1,new,3m0,,32,9,SS
3435.0,1023-900,22.0,1,new,2m5,,33,9,SS
3510.0,1023-673,23.0,1,new,2m25,,34,9,SS
3565.0,1023-980,24.0,1,new,2m25,,35,9,SS
3565.0,1023-980,25.0,1,new,2m25,,36,9,SS
3565.0,1023-980,26.0,1,new,2m25,,37,9,SS
3565.0,1023-980,27.0,1,new,2m25,,38,9,SS
3565.0,1023-980,28.0,1,new,2m25,,39,9,SS
3565.0,1023-980,29.0,1,new,2m25,,40,9,SS
3565.0,1023-980,30.0,1,new,2m25,,41,9,SS
3565.0,1023-980,31.0,1,new,2m25,,42,9,SS
3600.0,1023-665,32.0,1,new,2m25,,43,9,SS
3765.0,1023-302,33.0,1,new,2m0,,44,9,SS
4045.0,1023-947,35.0,1,new,1m75,,45,9,SS
4870.0,1023-774,46.0,1,new,waste,1130.0,46,9,SS
4905.0,1023-832,47.0,1,new,waste,1095.0,47,9,SS
3385.0,1023-460,21.0,1,3m5,waste,250.0,1,10,8m
3275.0,1023-489,20.0,1,3m5,waste,250.0,2,10,8m
3240.0,1023-904,19.0,1,3m5,waste,250.0,3,10,8m
3020.0,1023-387,18.0,1,3m5,waste,250.0,4,10,8m
2870.0,1023-444,17.0,1,3m0,waste,250.0,5,10,8m
2730.0,1023-518,15.0,1,3m0,waste,250.0,6,10,8m
2705.0,1023-957,14.0,1,3m0,waste,250.0,7,10,8m
2510.0,1023-322,13.0,1,3m0,waste,250.0,8,10,8m
2510.0,1023-690,12.0,1,3m0,waste,250.0,9,10,8m
2290.0,1023-807,11.0,1,2m5,waste,250.0,10,10,8m
2775.0,1023-478,16.0,1,3m0,waste,250.0,11,10,8m
2060.0,1023-658,9.0,1,2m5,waste,250.0,12,10,8m
2175.0,1023-982,10.0,1,2m5,waste,250.0,13,10,8m
1080.0,1023-842,4.0,2,2m5,,,14,10,8m
1155.0,1023-597,5.0,2,,waste,250.0,14,10,8m
1075.0,1023-567,3.0,2,3m0,,,15,10,8m
1905.0,1023-324,8.0,2,,waste,250.0,15,10,8m
1075.0,1023-567,2.0,2,3m0,,,16,10,8m
1780.0,1023-254,7.0,2,,waste,250.0,16,10,8m
1005.0,1023-298,0.0,2,2m5,,,17,10,8m
1005.0,1023-298,1.0,2,,waste,250.0,17,10,8m
3955.0,1023-399,25.0,2,new,,,18,10,8m
4010.0,1023-788,26.0,2,,waste,35.0,18,10,8m
3790.0,1023-876,23.0,2,new,,,19,10,8m
4110.0,1023-342,27.0,2,,waste,100.0,19,10,8m
3670.0,1023-645,22.0,2,new,,,20,10,8m
3950.0,1023-640,24.0,2,,waste,380.0,20,10,8m
1445.0,1023-357,6.0,2,new,,,21,10,8m
5510.0,1023-521,36.0,2,,1m0,,21,10,8m
4510.0,1023-755,29.0,1,new,3m0,,22,10,8m
4510.0,1023-755,28.0,1,new,3m0,,23,10,8m
5645.0,1023-425,37.0,1,new,2m0,,24,10,8m
5275.0,1023-543,35.0,1,new,2m5,,25,10,8m
4995.0,1023-650,34.0,1,new,3m0,,26,10,8m
4565.0,1023-872,33.0,1,new,3m0,,27,10,8m
4525.0,1023-676,32.0,1,new,3m0,,28,10,8m
4525.0,1023-703,31.0,1,new,3m0,,29,10,8m
4525.0,1023-676,30.0,1,new,3m0,,30,10,8m
5660.0,1023-527,38.0,1,new,2m0,,31,10,8m
1005.0,1023-298,0.0,1,1m5,waste,250.0,1,10,7m
3385.0,1023-460,21.0,1,3m5,waste,250.0,2,10,7m
3275.0,1023-489,20.0,1,3m5,waste,250.0,3,10,7m
2870.0,1023-444,17.0,1,3m0,waste,250.0,4,10,7m
2730.0,1023-518,15.0,1,3m0,waste,250.0,5,10,7m
2705.0,1023-957,14.0,1,3m0,waste,250.0,6,10,7m
2510.0,1023-322,13.0,1,3m0,waste,250.0,7,10,7m
2510.0,1023-690,12.0,1,3m0,waste,250.0,8,10,7m
2290.0,1023-807,11.0,1,2m5,waste,250.0,9,10,7m
2775.0,1023-478,16.0,1,3m0,waste,250.0,10,10,7m
2060.0,1023-658,9.0,1,2m5,waste,250.0,11,10,7m
1905.0,1023-324,8.0,1,2m0,waste,250.0,12,10,7m
1780.0,1023-254,7.0,1,2m0,waste,250.0,13,10,7m
1445.0,1023-357,6.0,1,1m5,waste,250.0,14,10,7m
1155.0,1023-597,5.0,1,1m5,waste,250.0,15,10,7m
1080.0,1023-842,4.0,1,1m5,waste,250.0,16,10,7m
1075.0,1023-567,3.0,1,1m5,waste,250.0,17,10,7m
1075.0,1023-567,2.0,1,1m5,waste,250.0,18,10,7m
1005.0,1023-298,1.0,1,1m5,waste,250.0,19,10,7m
2175.0,1023-982,10.0,1,2m5,waste,250.0,20,10,7m
3020.0,1023-387,18.0,2,new,,,21,10,7m
3955.0,1023-399,25.0,2,,waste,25.0,21,10,7m
3240.0,1023-904,19.0,2,new,,,22,10,7m
3670.0,1023-645,22.0,2,,waste,90.0,22,10,7m
3790.0,1023-876,23.0,1,new,3m0,,23,10,7m
3950.0,1023-640,24.0,1,new,3m0,,24,10,7m
4010.0,1023-788,26.0,1,new,2m5,,25,10,7m
4110.0,1023-342,27.0,1,new,2m5,,26,10,7m
4510.0,1023-755,28.0,1,new,2m0,,27,10,7m
4510.0,1023-755,29.0,1,new,2m0,,28,10,7m
4525.0,1023-676,30.0,1,new,2m0,,29,10,7m
4525.0,1023-703,31.0,1,new,2m0,,30,10,7m
4525.0,1023-676,32.0,1,new,2m0,,31,10,7m
4565.0,1023-872,33.0,1,new,2m0,,32,10,7m
4995.0,1023-650,34.0,1,new,2m0,,33,10,7m
5275.0,1023-543,35.0,1,new,1m5,,34,10,7m
5510.0,1023-521,36.0,1,new,waste,1490.0,35,10,7m
5645.0,1023-425,37.0,1,new,waste,1355.0,36,10,7m
5660.0,1023-527,38.0,1,new,waste,1340.0,37,10,7m
5275.0,1023-543,35.0,1,new,waste,725.0,1,10,6m
5510.0,1023-521,36.0,1,new,waste,490.0,2,10,6m
5645.0,1023-425,37.0,1,new,waste,355.0,3,10,6m
5660.0,1023-527,38.0,1,new,waste,340.0,4,10,6m
1005.0,1023-298,0.0,1,1m5,waste,250.0,5,10,6m
3385.0,1023-460,21.0,1,3m5,waste,250.0,6,10,6m
2870.0,1023-444,17.0,1,3m0,waste,250.0,7,10,6m
2290.0,1023-807,11.0,1,2m5,waste,250.0,8,10,6m
1905.0,1023-324,8.0,1,2m0,waste,250.0,9,10,6m
1780.0,1023-254,7.0,1,2m0,waste,250.0,10,10,6m
1445.0,1023-357,6.0,1,1m5,waste,250.0,11,10,6m
1155.0,1023-597,5.0,1,1m5,waste,250.0,12,10,6m
1080.0,1023-842,4.0,1,1m5,waste,250.0,13,10,6m
1075.0,1023-567,3.0,1,1m5,waste,250.0,14,10,6m
1075.0,1023-567,2.0,1,1m5,waste,250.0,15,10,6m
1005.0,1023-298,1.0,1,1m5,waste,250.0,16,10,6m
2705.0,1023-957,14.0,2,new,,,17,10,6m
3275.0,1023-489,20.0,2,,waste,20.0,17,10,6m
2730.0,1023-518,15.0,2,new,,,18,10,6m
3240.0,1023-904,19.0,2,,waste,30.0,18,10,6m
2175.0,1023-982,10.0,2,new,,,19,10,6m
3790.0,1023-876,23.0,2,,waste,35.0,19,10,6m
2510.0,1023-690,12.0,1,new,3m0,,20,10,6m
2060.0,1023-658,9.0,1,new,3m5,,21,10,6m
4110.0,1023-342,27.0,1,new,1m5,,22,10,6m
4010.0,1023-788,26.0,1,new,1m5,,23,10,6m
3955.0,1023-399,25.0,1,new,2m0,,24,10,6m
3950.0,1023-640,24.0,1,new,2m0,,25,10,6m
3670.0,1023-645,22.0,1,new,2m0,,26,10,6m
3020.0,1023-387,18.0,1,new,2m5,,27,10,6m
2775.0,1023-478,16.0,1,new,3m0,,28,10,6m
2510.0,1023-322,13.0,1,new,3m0,,29,10,6m
4510.0,1023-755,28.0,1,new,waste,1490.0,30,10,6m
4510.0,1023-755,29.0,1,new,waste,1490.0,31,10,6m
4525.0,1023-676,30.0,1,new,waste,1475.0,32,10,6m
4525.0,1023-703,31.0,1,new,waste,1475.0,33,10,6m
4525.0,1023-676,32.0,1,new,waste,1475.0,34,10,6m
4565.0,1023-872,33.0,1,new,waste,1435.0,35,10,6m
4995.0,1023-650,34.0,1,new,waste,1005.0,36,10,6m
5275.0,1023-543,35.0,1,new,waste,725.0,1,10,SS
5510.0,1023-521,36.0,1,new,waste,490.0,2,10,SS
5645.0,1023-425,37.0,1,new,waste,355.0,3,10,SS
5660.0,1023-527,38.0,1,new,waste,340.0,4,10,SS
1005.0,1023-298,0.0,1,1m25,waste,125.0,5,10,SS
2870.0,1023-444,17.0,1,3m0,waste,125.0,6,10,SS
2175.0,1023-982,10.0,1,2m25,waste,125.0,7,10,SS
2290.0,1023-807,11.0,1,2m5,waste,125.0,8,10,SS
1005.0,1023-298,1.0,1,1m25,waste,125.0,9,10,SS
1075.0,1023-567,2.0,1,1m25,waste,125.0,10,10,SS
1080.0,1023-842,4.0,1,1m25,waste,125.0,11,10,SS
1075.0,1023-567,3.0,1,1m25,waste,125.0,12,10,SS
1445.0,1023-357,6.0,1,1m5,waste,125.0,13,10,SS
1780.0,1023-254,7.0,1,2m0,waste,125.0,14,10,SS
1905.0,1023-324,8.0,1,2m0,waste,125.0,15,10,SS
2060.0,1023-658,9.0,1,2m25,waste,125.0,16,10,SS
1155.0,1023-597,5.0,1,1m25,waste,125.0,17,10,SS
2705.0,1023-957,14.0,2,new,,,18,10,SS
3275.0,1023-489,20.0,2,,waste,20.0,18,10,SS
2730.0,1023-518,15.0,2,new,,,19,10,SS
3240.0,1023-904,19.0,2,,waste,30.0,19,10,SS
2510.0,1023-690,12.0,1,new,3m25,,20,10,SS
2510.0,1023-322,13.0,1,new,3m25,,21,10,SS
4565.0,1023-872,33.0,1,new,1m25,,22,10,SS
4525.0,1023-676,32.0,1,new,1m25,,23,10,SS
4525.0,1023-703,31.0,1,new,1m25,,24,10,SS
4525.0,1023-676,30.0,1,new,1m25,,25,10,SS
4510.0,1023-755,29.0,1,new,1m25,,26,10,SS
4510.0,1023-755,28.0,1,new,1m25,,27,10,SS
4110.0,1023-342,27.0,1,new,1m75,,28,10,SS
4010.0,1023-788,26.0,1,new,1m75,,29,10,SS
3955.0,1023-399,25.0,1,new,2m0,,30,10,SS
3950.0,1023-640,24.0,1,new,2m0,,31,10,SS
3790.0,1023-876,23.0,1,new,2m0,,32,10,SS
3670.0,1023-645,22.0,1,new,2m25,,33,10,SS
3385.0,1023-460,21.0,1,new,2m5,,34,10,SS
3020.0,1023-387,18.0,1,new,2m75,,35,10,SS
2775.0,1023-478,16.0,1,new,3m0,,36,10,SS
4995.0,1023-650,34.0,1,new,waste,1005.0,37,10,SS
975.0,1023-748,0.0,1,1m0,waste,250.0,1,11,8m
2730.0,1023-219,15.0,1,3m0,waste,250.0,2,11,8m
2555.0,1023-820,14.0,1,3m0,waste,250.0,3,11,8m
2555.0,1023-820,13.0,1,3m0,waste,250.0,4,11,8m
2555.0,1023-820,12.0,1,3m0,waste,250.0,5,11,8m
2555.0,1023-820,11.0,1,3m0,waste,250.0,6,11,8m
2375.0,1023-866,9.0,1,2m5,waste,250.0,7,11,8m
2555.0,1023-820,10.0,1,3m0,waste,250.0,8,11,8m
980.0,1023-368,1.0,1,1m0,waste,250.0,9,11,8m
1855.0,1023-938,6.0,1,2m0,waste,250.0,10,11,8m
1940.0,1023-583,7.0,1,2m0,waste,250.0,11,11,8m
2240.0,1023-951,8.0,1,2m5,waste,250.0,12,11,8m
1135.0,1023-693,2.0,2,2m5,,,13,11,8m
1265.0,1023-893,5.0,2,,waste,250.0,13,11,8m
1190.0,1023-948,3.0,2,2m5,,,14,11,8m
1240.0,1023-827,4.0,2,,waste,250.0,14,11,8m
3860.0,1023-677,23.0,2,new,,,15,11,8m
4135.0,1023-455,25.0,2,,waste,5.0,15,11,8m
3535.0,1023-509,21.0,2,new,,,16,11,8m
4440.0,1023-605,27.0,2,,waste,25.0,16,11,8m
3195.0,1023-462,17.0,2,new,,,17,11,8m
4765.0,1023-329,32.0,2,,waste,40.0,17,11,8m
3430.0,1023-370,20.0,2,new,,,18,11,8m
4530.0,1023-665,29.0,2,,waste,40.0,18,11,8m
3690.0,1023-283,22.0,2,new,,,19,11,8m
4245.0,1023-518,26.0,2,,waste,65.0,19,11,8m
3410.0,1023-371,19.0,2,new,,,20,11,8m
4520.0,1023-234,28.0,2,,waste,70.0,20,11,8m
3105.0,1023-819,16.0,2,new,,,21,11,8m
3345.0,1023-252,18.0,2,,1m5,,21,11,8m
4050.0,1023-912,24.0,1,new,3m5,,22,11,8m
4655.0,1023-526,30.0,1,new,3m0,,23,11,8m
4730.0,1023-233,31.0,1,new,3m0,,24,11,8m
5100.0,1023-662,33.0,1,new,2m5,,25,11,8m
5105.0,1023-325,34.0,1,new,2m5,,26,11,8m
5115.0,1023-389,35.0,1,new,2m5,,27,11,8m
5220.0,1023-291,36.0,1,new,2m5,,28,11,8m
5260.0,1023-397,37.0,1,new,2m5,,29,11,8m
5320.0,1023-286,38.0,1,new,2m5,,30,11,8m
975.0,1023-748,0.0,1,1m0,waste,250.0,1,11,7m
2730.0,1023-219,15.0,1,3m0,waste,250.0,2,11,7m
2555.0,1023-820,14.0,1,3m0,waste,250.0,3,11,7m
2555.0,1023-820,13.0,1,3m0,waste,250.0,4,11,7m
2555.0,1023-820,12.0,1,3m0,waste,250.0,5,11,7m
2555.0,1023-820,11.0,1,3m0,waste,250.0,6,11,7m
2375.0,1023-866,9.0,1,2m5,waste,250.0,7,11,7m
2555.0,1023-820,10.0,1,3m0,waste,250.0,8,11,7m
980.0,1023-368,1.0,1,1m0,waste,250.0,9,11,7m
1190.0,1023-948,3.0,1,1m5,waste,250.0,10,11,7m
1240.0,1023-827,4.0,1,1m5,waste,250.0,11,11,7m
1135.0,1023-693,2.0,1,1m5,waste,250.0,12,11,7m
1855.0,1023-938,6.0,1,2m0,waste,250.0,13,11,7m
1940.0,1023-583,7.0,1,2m0,waste,250.0,14,11,7m
2240.0,1023-951,8.0,1,2m5,waste,250.0,15,11,7m
1265.0,1023-893,5.0,1,1m5,waste,250.0,16,11,7m
3105.0,1023-819,16.0,2,new,,,17,11,7m
3860.0,1023-677,23.0,2,,waste,35.0,17,11,7m
3430.0,1023-370,20.0,2,new,,,18,11,7m
3535.0,1023-509,21.0,2,,waste,35.0,18,11,7m
3195.0,1023-462,17.0,1,new,3m5,,19,11,7m
4655.0,1023-526,30.0,1,new,2m0,,20,11,7m
5260.0,1023-397,37.0,1,new,1m5,,21,11,7m
5220.0,1023-291,36.0,1,new,1m5,,22,11,7m
5115.0,1023-389,35.0,1,new,1m5,,23,11,7m
5105.0,1023-325,34.0,1,new,1m5,,24,11,7m
5100.0,1023-662,33.0,1,new,1m5,,25,11,7m
4765.0,1023-329,32.0,1,new,2m0,,26,11,7m
4730.0,1023-233,31.0,1,new,2m0,,27,11,7m
4530.0,1023-665,29.0,1,new,2m0,,28,11,7m
3345.0,1023-252,18.0,1,new,3m5,,29,11,7m
4520.0,1023-234,28.0,1,new,2m0,,30,11,7m
4440.0,1023-605,27.0,1,new,2m5,,31,11,7m
4245.0,1023-518,26.0,1,new,2m5,,32,11,7m
4135.0,1023-455,25.0,1,new,2m5,,33,11,7m
4050.0,1023-912,24.0,1,new,2m5,,34,11,7m
3690.0,1023-283,22.0,1,new,3m0,,35,11,7m
3410.0,1023-371,19.0,1,new,3m5,,36,11,7m
5320.0,1023-286,38.0,1,new,1m5,,37,11,7m
5100.0,1023-662,33.0,1,new,waste,900.0,1,11,6m
5105.0,1023-325,34.0,1,new,waste,895.0,2,11,6m
5115.0,1023-389,35.0,1,new,waste,885.0,3,11,6m
5220.0,1023-291,36.0,1,new,waste,780.0,4,11,6m
5260.0,1023-397,37.0,1,new,waste,740.0,5,11,6m
5320.0,1023-286,38.0,1,new,waste,680.0,6,11,6m
975.0,1023-748,0.0,1,1m0,waste,250.0,7,11,6m
3430.0,1023-370,20.0,1,3m5,waste,250.0,8,11,6m
2730.0,1023-219,15.0,1,3m0,waste,250.0,9,11,6m
2555.0,1023-820,14.0,1,3m0,waste,250.0,10,11,6m
2555.0,1023-820,13.0,1,3m0,waste,250.0,11,11,6m
2375.0,1023-866,9.0,1,2m5,waste,250.0,12,11,6m
980.0,1023-368,1.0,1,1m0,waste,250.0,13,11,6m
1190.0,1023-948,3.0,1,1m5,waste,250.0,14,11,6m
1240.0,1023-827,4.0,1,1m5,waste,250.0,15,11,6m
1855.0,1023-938,6.0,1,2m0,waste,250.0,16,11,6m
1940.0,1023-583,7.0,1,2m0,waste,250.0,17,11,6m
1265.0,1023-893,5.0,2,new,,,18,11,6m
4730.0,1023-233,31.0,2,,waste,5.0,18,11,6m
2555.0,1023-820,10.0,2,new,,,19,11,6m
3410.0,1023-371,19.0,2,,waste,35.0,19,11,6m
2240.0,1023-951,8.0,2,new,,,20,11,6m
3690.0,1023-283,22.0,2,,waste,70.0,20,11,6m
1135.0,1023-693,2.0,2,new,,,21,11,6m
4765.0,1023-329,32.0,2,,waste,100.0,21,11,6m
2555.0,1023-820,11.0,2,new,,,22,11,6m
3345.0,1023-252,18.0,2,,waste,100.0,22,11,6m
2555.0,1023-820,12.0,1,new,3m0,,23,11,6m
3105.0,1023-819,16.0,1,new,2m5,,24,11,6m
3195.0,1023-462,17.0,1,new,2m5,,25,11,6m
3535.0,1023-509,21.0,1,new,2m0,,26,11,6m
3860.0,1023-677,23.0,1,new,2m0,,27,11,6m
4050.0,1023-912,24.0,1,new,1m5,,28,11,6m
4135.0,1023-455,25.0,1,new,1m5,,29,11,6m
4245.0,1023-518,26.0,1,new,1m5,,30,11,6m
4440.0,1023-605,27.0,1,new,1m5,,31,11,6m
4520.0,1023-234,28.0,1,new,1m0,,32,11,6m
4530.0,1023-665,29.0,1,new,1m0,,33,11,6m
