,lg,rest,depth,store_loc,store_status,rtv_loc,rtv_status
_0_2_24_3,4860,1140,4,1m0,EMPTY,,
_0_2_25_3,5005,995,4,,,,
_0_2_26_3,5245,755,4,,,,
_0_2_27_3,5460,540,4,,,,
_0_2_28_3,5490,510,4,,,,
_0_2_29_3,5705,295,4,,,,
_0_2_3_30,5765,235,4,,,,
_0_2_3_31,5840,160,4,,,,
_0_2_3_32,5950,50,4,,,,
_0_2_4_5,4005,1995,4,1m5,EMPTY,,
_0_2_4_6,4125,1875,4,1m5,EMPTY,,
_0_2_4_7,4185,1815,4,1m5,EMPTY,,
_0_2_4_8,4195,1805,4,1m5,EMPTY,,
_0_2_4_9,4210,1790,4,1m5,EMPTY,,
_0_10_2_4,4210,1790,4,1m5,EMPTY,,
_0_11_2_4,4210,1790,4,1m5,EMPTY,,
_0_12_2_4,4210,1790,4,1m5,EMPTY,,
_0_13_2_4,4210,1790,4,1m5,EMPTY,,
_0_14_2_4,4210,1790,4,1m5,EMPTY,,
_0_15_2_4,4210,1790,4,1m5,EMPTY,,
_0_16_2_4,4210,1790,4,1m5,EMPTY,,
_0_17_2_4,4210,1790,4,1m5,EMPTY,,
_0_18_2_4,4210,1790,4,1m5,EMPTY,,
_0_19_2_4,4450,1550,4,1m5,EMPTY,,
_0_2_20_4,4505,1495,4,1m0,EMPTY,,
_0_2_21_4,4640,1360,4,1m0,EMPTY,,
_0_2_22_4,4695,1305,4,1m0,EMPTY,,
_0_2_23_4,4845,1155,4,1m0,EMPTY,,
_0_2_24_4,4860,1140,4,1m0,EMPTY,,
_0_2_25_4,5005,995,4,,,,
_0_2_26_4,5245,755,4,,,,
_0_2_27_4,5460,540,4,,,,
_0_2_28_4,5490,510,4,,,,
_0_2_29_4,5705,295,4,,,,
_0_2_30_4,5765,235,4,,,,
_0_2_31_4,5840,160,4,,,,
_0_2_32_4,5950,50,4,,,,
_0_2_5_6,4180,1820,4,1m5,EMPTY,,
_0_2_5_7,4240,1760,4,1m5,EMPTY,,
_0_2_5_8,4250,1750,4,1m5,EMPTY,,
_0_2_5_9,4265,1735,4,1m5,EMPTY,,
_0_10_2_5,4265,1735,4,1m5,EMPTY,,
_0_11_2_5,4265,1735,4,1m5,EMPTY,,
_0_12_2_5,4265,1735,4,1m5,EMPTY,,
_0_13_2_5,4265,1735,4,1m5,EMPTY,,
_0_14_2_5,4265,1735,4,1m5,EMPTY,,
_0_15_2_5,4265,1735,4,1m5,EMPTY,,
_0_16_2_5,4265,1735,4,1m5,EMPTY,,
_0_17_2_5,4265,1735,4,1m5,EMPTY,,
_0_18_2_5,4265,1735,4,1m5,EMPTY,,
_0_19_2_5,4505,1495,4,1m0,EMPTY,,
_0_2_20_5,4560,1440,4,1m0,EMPTY,,
_0_2_21_5,4695,1305,4,1m0,EMPTY,,
_0_2_22_5,4750,1250,4,1m0,EMPTY,,
_0_2_23_5,4900,1100,4,1m0,EMPTY,,
_0_2_24_5,4915,1085,4,1m0,EMPTY,,
_0_2_25_5,5060,940,4,,,,
_0_2_26_5,5300,700,4,,,,
_0_2_27_5,5515,485,4,,,,
_0_2_28_5,5545,455,4,,,,
_0_2_29_5,5760,240,4,,,,
_0_2_30_5,5820,180,4,,,,
_0_2_31_5,5895,105,4,,,,
_0_2_6_7,4360,1640,4,1m5,EMPTY,,
_0_2_6_8,4370,1630,4,1m5,EMPTY,,
_0_2_6_9,4385,1615,4,1m5,EMPTY,,
_0_10_2_6,4385,1615,4,1m5,EMPTY,,
_0_11_2_6,4385,1615,4,1m5,EMPTY,,
_0_12_2_6,4385,1615,4,1m5,EMPTY,,
_0_13_2_6,4385,1615,4,1m5,EMPTY,,
_0_14_2_6,4385,1615,4,1m5,EMPTY,,
_0_15_2_6,4385,1615,4,1m5,EMPTY,,
_0_16_2_6,4385,1615,4,1m5,EMPTY,,
_0_17_2_6,4385,1615,4,1m5,EMPTY,,
_0_18_2_6,4385,1615,4,1m5,EMPTY,,
_0_19_2_6,4625,1375,4,1m0,EMPTY,,
_0_2_20_6,4680,1320,4,1m0,EMPTY,,
_0_2_21_6,4815,1185,4,1m0,EMPTY,,
_0_2_22_6,4870,1130,4,1m0,EMPTY,,
_0_2_23_6,5020,980,4,,,,
_0_2_24_6,5035,965,4,,,,
_0_2_25_6,5180,820,4,,,,
_0_2_26_6,5420,580,4,,,,
_0_2_27_6,5635,365,4,,,,
_0_2_28_6,5665,335,4,,,,
_0_2_29_6,5880,120,4,,,,
_0_2_30_6,5940,60,4,,,,
_0_2_7_8,4430,1570,4,1m5,EMPTY,,
_0_2_7_9,4445,1555,4,1m5,EMPTY,,
_0_10_2_7,4445,1555,4,1m5,EMPTY,,
_0_11_2_7,4445,1555,4,1m5,EMPTY,,
_0_12_2_7,4445,1555,4,1m5,EMPTY,,
_0_13_2_7,4445,1555,4,1m5,EMPTY,,
_0_14_2_7,4445,1555,4,1m5,EMPTY,,
_0_15_2_7,4445,1555,4,1m5,EMPTY,,
_0_16_2_7,4445,1555,4,1m5,EMPTY,,
_0_17_2_7,4445,1555,4,1m5,EMPTY,,
_0_18_2_7,4445,1555,4,1m5,EMPTY,,
_0_19_2_7,4685,1315,4,1m0,EMPTY,,
_0_2_20_7,4740,1260,4,1m0,EMPTY,,
_0_2_21_7,4875,1125,4,1m0,EMPTY,,
_0_2_22_7,4930,1070,4,1m0,EMPTY,,
_0_2_23_7,5080,920,4,,,,
_0_2_24_7,5095,905,4,,,,
_0_2_25_7,5240,760,4,,,,
_0_2_26_7,5480,520,4,,,,
_0_2_27_7,5695,305,4,,,,
_0_2_28_7,5725,275,4,,,,
_0_2_29_7,5940,60,4,,,,
_0_2_8_9,4455,1545,4,1m5,EMPTY,,
_0_10_2_8,4455,1545,4,1m5,EMPTY,,
_0_11_2_8,4455,1545,4,1m5,EMPTY,,
_0_12_2_8,4455,1545,4,1m5,EMPTY,,
_0_13_2_8,4455,1545,4,1m5,EMPTY,,
_0_14_2_8,4455,1545,4,1m5,EMPTY,,
_0_15_2_8,4455,1545,4,1m5,EMPTY,,
_0_16_2_8,4455,1545,4,1m5,EMPTY,,
_0_17_2_8,4455,1545,4,1m5,EMPTY,,
_0_18_2_8,4455,1545,4,1m5,EMPTY,,
_0_19_2_8,4695,1305,4,1m0,EMPTY,,
_0_2_20_8,4750,1250,4,1m0,EMPTY,,
_0_2_21_8,4885,1115,4,1m0,EMPTY,,
_0_2_22_8,4940,1060,4,1m0,EMPTY,,
_0_2_23_8,5090,910,4,,,,
_0_2_24_8,5105,895,4,,,,
_0_2_25_8,5250,750,4,,,,
_0_2_26_8,5490,510,4,,,,
_0_2_27_8,5705,295,4,,,,
_0_2_28_8,5735,265,4,,,,
_0_2_29_8,5950,50,4,,,,
_0_10_2_9,4470,1530,4,1m5,EMPTY,,
_0_11_2_9,4470,1530,4,1m5,EMPTY,,
_0_12_2_9,4470,1530,4,1m5,EMPTY,,
_0_13_2_9,4470,1530,4,1m5,EMPTY,,
_0_14_2_9,4470,1530,4,1m5,EMPTY,,
_0_15_2_9,4470,1530,4,1m5,EMPTY,,
_0_16_2_9,4470,1530,4,1m5,EMPTY,,
_0_17_2_9,4470,1530,4,1m5,EMPTY,,
_0_18_2_9,4470,1530,4,1m5,EMPTY,,
_0_19_2_9,4710,1290,4,1m0,EMPTY,,
_0_2_20_9,4765,1235,4,1m0,EMPTY,,
_0_2_21_9,4900,1100,4,1m0,EMPTY,,
_0_2_22_9,4955,1045,4,1m0,EMPTY,,
_0_2_23_9,5105,895,4,,,,
_0_2_24_9,5120,880,4,,,,
_0_2_25_9,5265,735,4,,,,
_0_2_26_9,5505,495,4,,,,
_0_2_27_9,5720,280,4,,,,
_0_2_28_9,5750,250,4,,,,
_0_2_29_9,5965,35,4,,,,
_0_10_11_2,4470,1530,4,1m5,EMPTY,,
_0_10_12_2,4470,1530,4,1m5,EMPTY,,
_0_10_13_2,4470,1530,4,1m5,EMPTY,,
_0_10_14_2,4470,1530,4,1m5,EMPTY,,
_0_10_15_2,4470,1530,4,1m5,EMPTY,,
_0_10_16_2,4470,1530,4,1m5,EMPTY,,
_0_10_17_2,4470,1530,4,1m5,EMPTY,,
_0_10_18_2,4470,1530,4,1m5,EMPTY,,
_0_10_19_2,4710,1290,4,1m0,EMPTY,,
_0_10_2_20,4765,1235,4,1m0,EMPTY,,
_0_10_2_21,4900,1100,4,1m0,EMPTY,,
_0_10_2_22,4955,1045,4,1m0,EMPTY,,
_0_10_2_23,5105,895,4,,,,
_0_10_2_24,5120,880,4,,,,
_0_10_2_25,5265,735,4,,,,
_0_10_2_26,5505,495,4,,,,
_0_10_2_27,5720,280,4,,,,
_0_10_2_28,5750,250,4,,,,
_0_10_2_29,5965,35,4,,,,
_0_11_12_2,4470,1530,4,1m5,EMPTY,,
_0_11_13_2,4470,1530,4,1m5,EMPTY,,
_0_11_14_2,4470,1530,4,1m5,EMPTY,,
_0_11_15_2,4470,1530,4,1m5,EMPTY,,
_0_11_16_2,4470,1530,4,1m5,EMPTY,,
_0_11_17_2,4470,1530,4,1m5,EMPTY,,
_0_11_18_2,4470,1530,4,1m5,EMPTY,,
_0_11_19_2,4710,1290,4,1m0,EMPTY,,
_0_11_2_20,4765,1235,4,1m0,EMPTY,,
_0_11_2_21,4900,1100,4,1m0,EMPTY,,
_0_11_2_22,4955,1045,4,1m0,EMPTY,,
_0_11_2_23,5105,895,4,,,,
_0_11_2_24,5120,880,4,,,,
_0_11_2_25,5265,735,4,,,,
_0_11_2_26,5505,495,4,,,,
_0_11_2_27,5720,280,4,,,,
_0_11_2_28,5750,250,4,,,,
_0_11_2_29,5965,35,4,,,,
_0_12_13_2,4470,1530,4,1m5,EMPTY,,
_0_12_14_2,4470,1530,4,1m5,EMPTY,,
_0_12_15_2,4470,1530,4,1m5,EMPTY,,
_0_12_16_2,4470,1530,4,1m5,EMPTY,,
_0_12_17_2,4470,1530,4,1m5,EMPTY,,
_0_12_18_2,4470,1530,4,1m5,EMPTY,,
_0_12_19_2,4710,1290,4,1m0,EMPTY,,
_0_12_2_20,4765,1235,4,1m0,EMPTY,,
_0_12_2_21,4900,1100,4,1m0,EMPTY,,
_0_12_2_22,4955,1045,4,1m0,EMPTY,,
_0_12_2_23,5105,895,4,,,,
_0_12_2_24,5120,880,4,,,,
_0_12_2_25,5265,735,4,,,,
_0_12_2_26,5505,495,4,,,,
_0_12_2_27,5720,280,4,,,,
_0_12_2_28,5750,250,4,,,,
_0_12_2_29,5965,35,4,,,,
_0_13_14_2,4470,1530,4,1m5,EMPTY,,
_0_13_15_2,4470,1530,4,1m5,EMPTY,,
_0_13_16_2,4470,1530,4,1m5,EMPTY,,
_0_13_17_2,4470,1530,4,1m5,EMPTY,,
_0_13_18_2,4470,1530,4,1m5,EMPTY,,
_0_13_19_2,4710,1290,4,1m0,EMPTY,,
_0_13_2_20,4765,1235,4,1m0,EMPTY,,
_0_13_2_21,4900,1100,4,1m0,EMPTY,,
_0_13_2_22,4955,1045,4,1m0,EMPTY,,
_0_13_2_23,5105,895,4,,,,
_0_13_2_24,5120,880,4,,,,
_0_13_2_25,5265,735,4,,,,
_0_13_2_26,5505,495,4,,,,
_0_13_2_27,5720,280,4,,,,
_0_13_2_28,5750,250,4,,,,
_0_13_2_29,5965,35,4,,,,
_0_14_15_2,4470,1530,4,1m5,EMPTY,,
_0_14_16_2,4470,1530,4,1m5,EMPTY,,
_0_14_17_2,4470,1530,4,1m5,EMPTY,,
_0_14_18_2,4470,1530,4,1m5,EMPTY,,
_0_14_19_2,4710,1290,4,1m0,EMPTY,,
_0_14_2_20,4765,1235,4,1m0,EMPTY,,
_0_14_2_21,4900,1100,4,1m0,EMPTY,,
_0_14_2_22,4955,1045,4,1m0,EMPTY,,
_0_14_2_23,5105,895,4,,,,
_0_14_2_24,5120,880,4,,,,
_0_14_2_25,5265,735,4,,,,
_0_14_2_26,5505,495,4,,,,
_0_14_2_27,5720,280,4,,,,
_0_14_2_28,5750,250,4,,,,
_0_14_2_29,5965,35,4,,,,
_0_15_16_2,4470,1530,4,1m5,EMPTY,,
_0_15_17_2,4470,1530,4,1m5,EMPTY,,
_0_15_18_2,4470,1530,4,1m5,EMPTY,,
_0_15_19_2,4710,1290,4,1m0,EMPTY,,
_0_15_2_20,4765,1235,4,1m0,EMPTY,,
_0_15_2_21,4900,1100,4,1m0,EMPTY,,
_0_15_2_22,4955,1045,4,1m0,EMPTY,,
_0_15_2_23,5105,895,4,,,,
_0_15_2_24,5120,880,4,,,,
_0_15_2_25,5265,735,4,,,,
_0_15_2_26,5505,495,4,,,,
_0_15_2_27,5720,280,4,,,,
_0_15_2_28,5750,250,4,,,,
_0_15_2_29,5965,35,4,,,,
_0_16_17_2,4470,1530,4,1m5,EMPTY,,
_0_16_18_2,4470,1530,4,1m5,EMPTY,,
_0_16_19_2,4710,1290,4,1m0,EMPTY,,
_0_16_2_20,4765,1235,4,1m0,EMPTY,,
_0_16_2_21,4900,1100,4,1m0,EMPTY,,
_0_16_2_22,4955,1045,4,1m0,EMPTY,,
_0_16_2_23,5105,895,4,,,,
_0_16_2_24,5120,880,4,,,,
_0_16_2_25,5265,735,4,,,,
_0_16_2_26,5505,495,4,,,,
_0_16_2_27,5720,280,4,,,,
_0_16_2_28,5750,250,4,,,,
_0_16_2_29,5965,35,4,,,,
_0_17_18_2,4470,1530,4,1m5,EMPTY,,
_0_17_19_2,4710,1290,4,1m0,EMPTY,,
_0_17_2_20,4765,1235,4,1m0,EMPTY,,
_0_17_2_21,4900,1100,4,1m0,EMPTY,,
_0_17_2_22,4955,1045,4,1m0,EMPTY,,
_0_17_2_23,5105,895,4,,,,
_0_17_2_24,5120,880,4,,,,
_0_17_2_25,5265,735,4,,,,
_0_17_2_26,5505,495,4,,,,
_0_17_2_27,5720,280,4,,,,
_0_17_2_28,5750,250,4,,,,
_0_17_2_29,5965,35,4,,,,
_0_18_19_2,4710,1290,4,1m0,EMPTY,,
_0_18_2_20,4765,1235,4,1m0,EMPTY,,
_0_18_2_21,4900,1100,4,1m0,EMPTY,,
_0_18_2_22,4955,1045,4,1m0,EMPTY,,
_0_18_2_23,5105,895,4,,,,
_0_18_2_24,5120,880,4,,,,
_0_18_2_25,5265,735,4,,,,
_0_18_2_26,5505,495,4,,,,
_0_18_2_27,5720,280,4,,,,
_0_18_2_28,5750,250,4,,,,
_0_18_2_29,5965,35,4,,,,
_0_19_2_20,5005,995,4,,,,
_0_19_2_21,5140,860,4,,,,
_0_19_2_22,5195,805,4,,,,
_0_19_2_23,5345,655,4,,,,
_0_19_2_24,5360,640,4,,,,
_0_19_2_25,5505,495,4,,,,
_0_19_2_26,5745,255,4,,,,
_0_19_2_27,5960,40,4,,,,
_0_19_2_28,5990,10,4,,,,
_0_2_20_21,5195,805,4,,,,
_0_2_20_22,5250,750,4,,,,
_0_2_20_23,5400,600,4,,,,
_0_2_20_24,5415,585,4,,,,
_0_2_20_25,5560,440,4,,,,
_0_2_20_26,5800,200,4,,,,
_0_2_21_22,5385,615,4,,,,
_0_2_21_23,5535,465,4,,,,
_0_2_21_24,5550,450,4,,,,
_0_2_21_25,5695,305,4,,,,
_0_2_21_26,5935,65,4,,,,
_0_2_22_23,5590,410,4,,,,
_0_2_22_24,5605,395,4,,,,
_0_2_22_25,5750,250,4,,,,
_0_2_22_26,5990,10,4,,,,
_0_2_23_24,5755,245,4,,,,
_0_2_23_25,5900,100,4,,,,
_0_2_24_25,5915,85,4,,,,
_0_3_4_5,4005,1995,4,1m5,EMPTY,,
_0_3_4_6,4125,1875,4,1m5,EMPTY,,
_0_3_4_7,4185,1815,4,1m5,EMPTY,,
_0_3_4_8,4195,1805,4,1m5,EMPTY,,
_0_3_4_9,4210,1790,4,1m5,EMPTY,,
_0_10_3_4,4210,1790,4,1m5,EMPTY,,
_0_11_3_4,4210,1790,4,1m5,EMPTY,,
_0_12_3_4,4210,1790,4,1m5,EMPTY,,
_0_13_3_4,4210,1790,4,1m5,EMPTY,,
_0_14_3_4,4210,1790,4,1m5,EMPTY,,
_0_15_3_4,4210,1790,4,1m5,EMPTY,,
_0_16_3_4,4210,1790,4,1m5,EMPTY,,
_0_17_3_4,4210,1790,4,1m5,EMPTY,,
_0_18_3_4,4210,1790,4,1m5,EMPTY,,
_0_19_3_4,4450,1550,4,1m5,EMPTY,,
_0_20_3_4,4505,1495,4,1m0,EMPTY,,
_0_21_3_4,4640,1360,4,1m0,EMPTY,,
_0_22_3_4,4695,1305,4,1m0,EMPTY,,
_0_23_3_4,4845,1155,4,1m0,EMPTY,,
_0_24_3_4,4860,1140,4,1m0,EMPTY,,
_0_25_3_4,5005,995,4,,,,
_0_26_3_4,5245,755,4,,,,
_0_27_3_4,5460,540,4,,,,
_0_28_3_4,5490,510,4,,,,
_0_29_3_4,5705,295,4,,,,
_0_3_30_4,5765,235,4,,,,
_0_3_31_4,5840,160,4,,,,
_0_3_32_4,5950,50,4,,,,
_0_3_5_6,4180,1820,4,1m5,EMPTY,,
_0_3_5_7,4240,1760,4,1m5,EMPTY,,
_0_3_5_8,4250,1750,4,1m5,EMPTY,,
_0_3_5_9,4265,1735,4,1m5,EMPTY,,
_0_10_3_5,4265,1735,4,1m5,EMPTY,,
_0_11_3_5,4265,1735,4,1m5,EMPTY,,
_0_12_3_5,4265,1735,4,1m5,EMPTY,,
_0_13_3_5,4265,1735,4,1m5,EMPTY,,
_0_14_3_5,4265,1735,4,1m5,EMPTY,,
_0_15_3_5,4265,1735,4,1m5,EMPTY,,
_0_16_3_5,4265,1735,4,1m5,EMPTY,,
_0_17_3_5,4265,1735,4,1m5,EMPTY,,
_0_18_3_5,4265,1735,4,1m5,EMPTY,,
_0_19_3_5,4505,1495,4,1m0,EMPTY,,
_0_20_3_5,4560,1440,4,1m0,EMPTY,,
_0_21_3_5,4695,1305,4,1m0,EMPTY,,
_0_22_3_5,4750,1250,4,1m0,EMPTY,,
_0_23_3_5,4900,1100,4,1m0,EMPTY,,
_0_24_3_5,4915,1085,4,1m0,EMPTY,,
_0_25_3_5,5060,940,4,,,,
_0_26_3_5,5300,700,4,,,,
_0_27_3_5,5515,485,4,,,,
_0_28_3_5,5545,455,4,,,,
_0_29_3_5,5760,240,4,,,,
_0_3_30_5,5820,180,4,,,,
_0_3_31_5,5895,105,4,,,,
_0_3_6_7,4360,1640,4,1m5,EMPTY,,
_0_3_6_8,4370,1630,4,1m5,EMPTY,,
_0_3_6_9,4385,1615,4,1m5,EMPTY,,
_0_10_3_6,4385,1615,4,1m5,EMPTY,,
_0_11_3_6,4385,1615,4,1m5,EMPTY,,
_0_12_3_6,4385,1615,4,1m5,EMPTY,,
_0_13_3_6,4385,1615,4,1m5,EMPTY,,
_0_14_3_6,4385,1615,4,1m5,EMPTY,,
_0_15_3_6,4385,1615,4,1m5,EMPTY,,
_0_16_3_6,4385,1615,4,1m5,EMPTY,,
_0_17_3_6,4385,1615,4,1m5,EMPTY,,
_0_18_3_6,4385,1615,4,1m5,EMPTY,,
_0_19_3_6,4625,1375,4,1m0,EMPTY,,
_0_20_3_6,4680,1320,4,1m0,EMPTY,,
_0_21_3_6,4815,1185,4,1m0,EMPTY,,
_0_22_3_6,4870,1130,4,1m0,EMPTY,,
_0_23_3_6,5020,980,4,,,,
_0_24_3_6,5035,965,4,,,,
_0_25_3_6,5180,820,4,,,,
_0_26_3_6,5420,580,4,,,,
_0_27_3_6,5635,365,4,,,,
_0_28_3_6,5665,335,4,,,,
_0_29_3_6,5880,120,4,,,,
_0_3_30_6,5940,60,4,,,,
_0_3_7_8,4430,1570,4,1m5,EMPTY,,
_0_3_7_9,4445,1555,4,1m5,EMPTY,,
_0_10_3_7,4445,1555,4,1m5,EMPTY,,
_0_11_3_7,4445,1555,4,1m5,EMPTY,,
_0_12_3_7,4445,1555,4,1m5,EMPTY,,
_0_13_3_7,4445,1555,4,1m5,EMPTY,,
_0_14_3_7,4445,1555,4,1m5,EMPTY,,
_0_15_3_7,4445,1555,4,1m5,EMPTY,,
_0_16_3_7,4445,1555,4,1m5,EMPTY,,
_0_17_3_7,4445,1555,4,1m5,EMPTY,,
_0_18_3_7,4445,1555,4,1m5,EMPTY,,
_0_19_3_7,4685,1315,4,1m0,EMPTY,,
_0_20_3_7,4740,1260,4,1m0,EMPTY,,
_0_21_3_7,4875,1125,4,1m0,EMPTY,,
_0_22_3_7,4930,1070,4,1m0,EMPTY,,
_0_23_3_7,5080,920,4,,,,
_0_24_3_7,5095,905,4,,,,
_0_25_3_7,5240,760,4,,,,
_0_26_3_7,5480,520,4,,,,
_0_27_3_7,5695,305,4,,,,
_0_28_3_7,5725,275,4,,,,
_0_29_3_7,5940,60,4,,,,
_0_3_8_9,4455,1545,4,1m5,EMPTY,,
_0_10_3_8,4455,1545,4,1m5,EMPTY,,
_0_11_3_8,4455,1545,4,1m5,EMPTY,,
_0_12_3_8,4455,1545,4,1m5,EMPTY,,
_0_13_3_8,4455,1545,4,1m5,EMPTY,,
_0_14_3_8,4455,1545,4,1m5,EMPTY,,
_0_15_3_8,4455,1545,4,1m5,EMPTY,,
_0_16_3_8,4455,1545,4,1m5,EMPTY,,
_0_17_3_8,4455,1545,4,1m5,EMPTY,,
_0_18_3_8,4455,1545,4,1m5,EMPTY,,
_0_19_3_8,4695,1305,4,1m0,EMPTY,,
_0_20_3_8,4750,1250,4,1m0,EMPTY,,
_0_21_3_8,4885,1115,4,1m0,EMPTY,,
_0_22_3_8,4940,1060,4,1m0,EMPTY,,
_0_23_3_8,5090,910,4,,,,
_0_24_3_8,5105,895,4,,,,
_0_25_3_8,5250,750,4,,,,
_0_26_3_8,5490,510,4,,,,
_0_27_3_8,5705,295,4,,,,
_0_28_3_8,5735,265,4,,,,
_0_29_3_8,5950,50,4,,,,
_0_10_3_9,4470,1530,4,1m5,EMPTY,,
_0_11_3_9,4470,1530,4,1m5,EMPTY,,
_0_12_3_9,4470,1530,4,1m5,EMPTY,,
_0_13_3_9,4470,1530,4,1m5,EMPTY,,
_0_14_3_9,4470,1530,4,1m5,EMPTY,,
_0_15_3_9,4470,1530,4,1m5,EMPTY,,
_0_16_3_9,4470,1530,4,1m5,EMPTY,,
_0_17_3_9,4470,1530,4,1m5,EMPTY,,
_0_18_3_9,4470,1530,4,1m5,EMPTY,,
_0_19_3_9,4710,1290,4,1m0,EMPTY,,
_0_20_3_9,4765,1235,4,1m0,EMPTY,,
_0_21_3_9,4900,1100,4,1m0,EMPTY,,
_0_22_3_9,4955,1045,4,1m0,EMPTY,,
_0_23_3_9,5105,895,4,,,,
_0_24_3_9,5120,880,4,,,,
_0_25_3_9,5265,735,4,,,,
_0_26_3_9,5505,495,4,,,,
_0_27_3_9,5720,280,4,,,,
_0_28_3_9,5750,250,4,,,,
_0_29_3_9,5965,35,4,,,,
_0_10_11_3,4470,1530,4,1m5,EMPTY,,
_0_10_12_3,4470,1530,4,1m5,EMPTY,,
_0_10_13_3,4470,1530,4,1m5,EMPTY,,
_0_10_14_3,4470,1530,4,1m5,EMPTY,,
_0_10_15_3,4470,1530,4,1m5,EMPTY,,
_0_10_16_3,4470,1530,4,1m5,EMPTY,,
_0_10_17_3,4470,1530,4,1m5,EMPTY,,
_0_10_18_3,4470,1530,4,1m5,EMPTY,,
_0_10_19_3,4710,1290,4,1m0,EMPTY,,
_0_10_20_3,4765,1235,4,1m0,EMPTY,,
_0_10_21_3,4900,1100,4,1m0,EMPTY,,
_0_10_22_3,4955,1045,4,1m0,EMPTY,,
_0_10_23_3,5105,895,4,,,,
_0_10_24_3,5120,880,4,,,,
_0_10_25_3,5265,735,4,,,,
_0_10_26_3,5505,495,4,,,,
_0_10_27_3,5720,280,4,,,,
_0_10_28_3,5750,250,4,,,,
_0_10_29_3,5965,35,4,,,,
_0_11_12_3,4470,1530,4,1m5,EMPTY,,
_0_11_13_3,4470,1530,4,1m5,EMPTY,,
_0_11_14_3,4470,1530,4,1m5,EMPTY,,
_0_11_15_3,4470,1530,4,1m5,EMPTY,,
_0_11_16_3,4470,1530,4,1m5,EMPTY,,
_0_11_17_3,4470,1530,4,1m5,EMPTY,,
_0_11_18_3,4470,1530,4,1m5,EMPTY,,
_0_11_19_3,4710,1290,4,1m0,EMPTY,,
_0_11_20_3,4765,1235,4,1m0,EMPTY,,
_0_11_21_3,4900,1100,4,1m0,EMPTY,,
_0_11_22_3,4955,1045,4,1m0,EMPTY,,
_0_11_23_3,5105,895,4,,,,
_0_11_24_3,5120,880,4,,,,
_0_11_25_3,5265,735,4,,,,
_0_11_26_3,5505,495,4,,,,
_0_11_27_3,5720,280,4,,,,
_0_11_28_3,5750,250,4,,,,
_0_11_29_3,5965,35,4,,,,
_0_12_13_3,4470,1530,4,1m5,EMPTY,,
_0_12_14_3,4470,1530,4,1m5,EMPTY,,
_0_12_15_3,4470,1530,4,1m5,EMPTY,,
_0_12_16_3,4470,1530,4,1m5,EMPTY,,
_0_12_17_3,4470,1530,4,1m5,EMPTY,,
_0_12_18_3,4470,1530,4,1m5,EMPTY,,
_0_12_19_3,4710,1290,4,1m0,EMPTY,,
_0_12_20_3,4765,1235,4,1m0,EMPTY,,
_0_12_21_3,4900,1100,4,1m0,EMPTY,,
_0_12_22_3,4955,1045,4,1m0,EMPTY,,
_0_12_23_3,5105,895,4,,,,
_0_12_24_3,5120,880,4,,,,
_0_12_25_3,5265,735,4,,,,
_0_12_26_3,5505,495,4,,,,
_0_12_27_3,5720,280,4,,,,
_0_12_28_3,5750,250,4,,,,
_0_12_29_3,5965,35,4,,,,
_0_13_14_3,4470,1530,4,1m5,EMPTY,,
_0_13_15_3,4470,1530,4,1m5,EMPTY,,
_0_13_16_3,4470,1530,4,1m5,EMPTY,,
_0_13_17_3,4470,1530,4,1m5,EMPTY,,
_0_13_18_3,4470,1530,4,1m5,EMPTY,,
_0_13_19_3,4710,1290,4,1m0,EMPTY,,
_0_13_20_3,4765,1235,4,1m0,EMPTY,,
_0_13_21_3,4900,1100,4,1m0,EMPTY,,
_0_13_22_3,4955,1045,4,1m0,EMPTY,,
_0_13_23_3,5105,895,4,,,,
_0_13_24_3,5120,880,4,,,,
_0_13_25_3,5265,735,4,,,,
_0_13_26_3,5505,495,4,,,,
_0_13_27_3,5720,280,4,,,,
_0_13_28_3,5750,250,4,,,,
_0_13_29_3,5965,35,4,,,,
_0_14_15_3,4470,1530,4,1m5,EMPTY,,
_0_14_16_3,4470,1530,4,1m5,EMPTY,,
_0_14_17_3,4470,1530,4,1m5,EMPTY,,
_0_14_18_3,4470,1530,4,1m5,EMPTY,,
_0_14_19_3,4710,1290,4,1m0,EMPTY,,
_0_14_20_3,4765,1235,4,1m0,EMPTY,,
_0_14_21_3,4900,1100,4,1m0,EMPTY,,
_0_14_22_3,4955,1045,4,1m0,EMPTY,,
_0_14_23_3,5105,895,4,,,,
_0_14_24_3,5120,880,4,,,,
_0_14_25_3,5265,735,4,,,,
_0_14_26_3,5505,495,4,,,,
_0_14_27_3,5720,280,4,,,,
_0_14_28_3,5750,250,4,,,,
_0_14_29_3,5965,35,4,,,,
_0_15_16_3,4470,1530,4,1m5,EMPTY,,
_0_15_17_3,4470,1530,4,1m5,EMPTY,,
_0_15_18_3,4470,1530,4,1m5,EMPTY,,
_0_15_19_3,4710,1290,4,1m0,EMPTY,,
_0_15_20_3,4765,1235,4,1m0,EMPTY,,
_0_15_21_3,4900,1100,4,1m0,EMPTY,,
_0_15_22_3,4955,1045,4,1m0,EMPTY,,
_0_15_23_3,5105,895,4,,,,
_0_15_24_3,5120,880,4,,,,
_0_15_25_3,5265,735,4,,,,
_0_15_26_3,5505,495,4,,,,
_0_15_27_3,5720,280,4,,,,
_0_15_28_3,5750,250,4,,,,
_0_15_29_3,5965,35,4,,,,
