lg,label,rep,depth,origin,excess,rest,cnt,day
2575.0,1023-295,18,1,s_3m3,waste,250.0,22,11
2740.0,1023-933,19,1,s_3m3,waste,250.0,23,11
2860.0,1023-799,20,1,s_3m3,waste,250.0,24,11
1335.0,1023-743,2,2,s_3m3,,,25,11
1425.0,1023-384,3,2,,waste,250.0,25,11
3125.0,1023-618,21,1,new,s_2m8,2875.0,26,11
3125.0,1023-618,22,1,new,s_2m8,2875.0,27,11
3655.0,1023-534,34,1,new,s_2m3,2345.0,28,11
3690.0,1023-501,35,1,new,s_2m3,2310.0,29,11
3935.0,1023-634,38,1,new,s_2m3,2065.0,30,11
4525.0,1023-533,39,1,new,s_1m3,1475.0,31,11
3275.0,1023-414,23,1,new,s_2m8,2725.0,32,11
3275.0,1023-414,24,1,new,s_2m8,2725.0,33,11
3275.0,1023-414,25,1,new,s_2m8,2725.0,34,11
3275.0,1023-414,26,1,new,s_2m8,2725.0,35,11
3275.0,1023-414,27,1,new,s_2m8,2725.0,36,11
3275.0,1023-414,28,1,new,s_2m8,2725.0,37,11
3275.0,1023-414,29,1,new,s_2m8,2725.0,38,11
3275.0,1023-414,30,1,new,s_2m8,2725.0,39,11
3275.0,1023-414,31,1,new,s_2m8,2725.0,40,11
3865.0,1023-419,36,1,new,s_2m3,2135.0,41,11
3890.0,1023-680,37,1,new,s_2m3,2110.0,42,11
3340.0,1023-642,33,1,new,waste,2660.0,43,11
3275.0,1023-414,32,1,new,waste,2725.0,44,11
4880.0,1023-880,42,1,new,waste,1120.0,1,12
5010.0,1023-802,43,1,new,waste,990.0,2,12
5120.0,1023-723,44,1,new,waste,880.0,3,12
5190.0,1023-460,45,1,new,waste,810.0,4,12
5325.0,1023-631,46,1,new,waste,675.0,5,12
5475.0,1023-211,47,1,new,waste,525.0,6,12
5565.0,1023-500,48,1,new,waste,435.0,7,12
1540.0,1023-589,3,1,s_2m3,waste,250.0,8,12
1600.0,1023-904,4,1,s_2m3,waste,250.0,9,12
1620.0,1023-541,5,1,s_2m3,waste,250.0,10,12
1755.0,1023-934,6,1,s_2m3,waste,250.0,11,12
1865.0,1023-636,7,1,s_2m3,waste,250.0,12,12
1865.0,1023-636,8,1,s_2m3,waste,250.0,13,12
1865.0,1023-636,9,1,s_2m3,waste,250.0,14,12
1865.0,1023-636,10,1,s_2m3,waste,250.0,15,12
2015.0,1023-323,11,1,s_2m8,waste,250.0,16,12
2065.0,1023-566,12,1,s_2m8,waste,250.0,17,12
2150.0,1023-956,13,1,s_2m8,waste,250.0,18,12
1085.0,1023-759,0,2,s_2m8,,,19,12
1350.0,1023-497,1,2,,waste,250.0,19,12
1455.0,1023-761,2,2,new,,,20,12
2815.0,1023-378,18,2,,s_1m8,1730.0,20,12
2700.0,1023-256,14,1,new,s_3m3,3300.0,21,12
3090.0,1023-558,19,1,new,s_2m8,2910.0,22,12
3160.0,1023-609,20,1,new,s_2m8,2840.0,23,12
3515.0,1023-493,21,1,new,s_2m3,2485.0,24,12
3515.0,1023-493,22,1,new,s_2m3,2485.0,25,12
3515.0,1023-493,23,1,new,s_2m3,2485.0,26,12
3515.0,1023-493,24,1,new,s_2m3,2485.0,27,12
3515.0,1023-493,25,1,new,s_2m3,2485.0,28,12
3515.0,1023-493,26,1,new,s_2m3,2485.0,29,12
3515.0,1023-493,27,1,new,s_2m3,2485.0,30,12
3515.0,1023-493,28,1,new,s_2m3,2485.0,31,12
3515.0,1023-493,29,1,new,s_2m3,2485.0,32,12
4065.0,1023-258,32,1,new,s_1m8,1935.0,33,12
4130.0,1023-763,33,1,new,s_1m8,1870.0,34,12
2715.0,1023-861,15,1,new,s_3m3,3285.0,35,12
2730.0,1023-294,16,1,new,s_3m3,3270.0,36,12
2775.0,1023-564,17,1,new,s_3m3,3225.0,37,12
4285.0,1023-693,34,1,new,s_1m8,1715.0,38,12
4285.0,1023-693,35,1,new,s_1m8,1715.0,39,12
4285.0,1023-693,36,1,new,s_1m8,1715.0,40,12
4285.0,1023-693,37,1,new,s_1m8,1715.0,41,12
4285.0,1023-693,38,1,new,s_1m8,1715.0,42,12
4285.0,1023-693,39,1,new,s_1m8,1715.0,43,12
4285.0,1023-693,40,1,new,s_1m8,1715.0,44,12
4285.0,1023-693,41,1,new,s_1m8,1715.0,45,12
3680.0,1023-225,31,1,new,waste,2320.0,46,12
3515.0,1023-493,30,1,new,waste,2485.0,47,12
4850.0,1023-696,31,1,new,waste,1150.0,1,13
5205.0,1023-411,32,1,new,waste,795.0,2,13
5230.0,1023-934,33,1,new,waste,770.0,3,13
5260.0,1023-231,34,1,new,waste,740.0,4,13
5425.0,1023-861,35,1,new,waste,575.0,5,13
5530.0,1023-493,36,1,new,waste,470.0,6,13
1435.0,1023-614,0,1,s_1m8,waste,250.0,7,13
1520.0,1023-585,1,1,s_2m3,waste,250.0,8,13
1535.0,1023-686,2,1,s_2m3,waste,250.0,9,13
2090.0,1023-302,3,1,s_2m8,waste,250.0,10,13
2100.0,1023-927,4,1,s_2m8,waste,250.0,11,13
2125.0,1023-966,5,1,s_2m8,waste,250.0,12,13
2135.0,1023-968,6,1,s_2m8,waste,250.0,13,13
2250.0,1023-662,7,1,s_2m8,waste,250.0,14,13
2255.0,1023-865,8,1,s_2m8,waste,250.0,15,13
2460.0,1023-266,9,1,s_2m8,waste,250.0,16,13
2745.0,1023-743,10,1,s_3m3,waste,250.0,17,13
2825.0,1023-571,11,1,s_3m3,waste,250.0,18,13
3175.0,1023-904,12,1,new,s_2m8,2825.0,19,13
3460.0,1023-432,15,1,new,s_2m8,2540.0,20,13
3460.0,1023-432,16,1,new,s_2m8,2540.0,21,13
3460.0,1023-432,17,1,new,s_2m8,2540.0,22,13
3460.0,1023-432,18,1,new,s_2m8,2540.0,23,13
3460.0,1023-432,19,1,new,s_2m8,2540.0,24,13
3460.0,1023-432,20,1,new,s_2m8,2540.0,25,13
3460.0,1023-432,21,1,new,s_2m8,2540.0,26,13
3460.0,1023-432,22,1,new,s_2m8,2540.0,27,13
3910.0,1023-543,24,1,new,s_2m3,2090.0,28,13
4115.0,1023-979,25,1,new,s_1m8,1885.0,29,13
4695.0,1023-634,30,1,new,waste,1305.0,30,13
4630.0,1023-538,29,1,new,waste,1370.0,31,13
4625.0,1023-815,28,1,new,waste,1375.0,32,13
4525.0,1023-357,27,1,new,waste,1475.0,33,13
4135.0,1023-893,26,1,new,waste,1865.0,34,13
3490.0,1023-835,23,1,new,waste,2510.0,35,13
3355.0,1023-394,14,1,new,waste,2645.0,36,13
3340.0,1023-625,13,1,new,waste,2660.0,37,13
4745.0,1023-522,24,1,new,waste,1255.0,1,14
4870.0,1023-456,25,1,new,waste,1130.0,2,14
4900.0,1023-543,26,1,new,waste,1100.0,3,14
4900.0,1023-543,27,1,new,waste,1100.0,4,14
4900.0,1023-543,28,1,new,waste,1100.0,5,14
4900.0,1023-543,29,1,new,waste,1100.0,6,14
4900.0,1023-543,30,1,new,waste,1100.0,7,14
4900.0,1023-543,31,1,new,waste,1100.0,8,14
4900.0,1023-543,32,1,new,waste,1100.0,9,14
4900.0,1023-543,33,1,new,waste,1100.0,10,14
5290.0,1023-975,34,1,new,waste,710.0,11,14
5305.0,1023-858,35,1,new,waste,695.0,12,14
5360.0,1023-897,36,1,new,waste,640.0,13,14
5460.0,1023-206,37,1,new,waste,540.0,14,14
1020.0,1023-414,0,1,s_1m8,waste,250.0,15,14
1140.0,1023-675,1,1,s_1m8,waste,250.0,16,14
1160.0,1023-244,2,1,s_1m8,waste,250.0,17,14
1265.0,1023-499,3,1,s_1m8,waste,250.0,18,14
1480.0,1023-968,4,1,s_1m8,waste,250.0,19,14
1505.0,1023-709,5,1,s_2m3,waste,250.0,20,14
1695.0,1023-934,6,1,s_2m3,waste,250.0,21,14
1720.0,1023-379,7,1,s_2m3,waste,250.0,22,14
1860.0,1023-907,8,1,s_2m3,waste,250.0,23,14
2165.0,1023-788,9,1,s_2m8,waste,250.0,24,14
2200.0,1023-596,10,1,s_2m8,waste,250.0,25,14
2565.0,1023-905,11,1,s_3m3,waste,250.0,26,14
2780.0,1023-313,12,1,s_3m3,waste,250.0,27,14
2825.0,1023-854,13,1,new,s_3m3,3175.0,28,14
3105.0,1023-284,14,1,new,s_2m8,2895.0,29,14
3430.0,1023-619,16,1,new,s_2m8,2570.0,30,14
3570.0,1023-877,18,1,new,s_2m3,2430.0,31,14
3570.0,1023-877,19,1,new,s_2m3,2430.0,32,14
3605.0,1023-750,20,1,new,s_2m3,2395.0,33,14
4445.0,1023-362,23,1,new,s_1m8,1555.0,34,14
3790.0,1023-564,21,1,new,s_2m3,2210.0,35,14
4375.0,1023-824,22,1,new,s_1m8,1625.0,36,14
3435.0,1023-705,17,1,new,waste,2565.0,37,14
3290.0,1023-359,15,1,new,waste,2710.0,38,14
5290.0,1023-506,31,1,new,waste,710.0,1,15
5290.0,1023-506,32,1,new,waste,710.0,2,15
5290.0,1023-506,33,1,new,waste,710.0,3,15
5290.0,1023-506,34,1,new,waste,710.0,4,15
5290.0,1023-506,35,1,new,waste,710.0,5,15
5345.0,1023-766,36,1,new,waste,655.0,6,15
5365.0,1023-272,37,1,new,waste,635.0,7,15
955.0,1023-330,0,1,s_1m3,waste,250.0,8,15
960.0,1023-691,1,1,s_1m3,waste,250.0,9,15
1360.0,1023-277,2,1,s_1m8,waste,250.0,10,15
1545.0,1023-727,3,1,s_2m3,waste,250.0,11,15
1845.0,1023-764,4,1,s_2m3,waste,250.0,12,15
1880.0,1023-961,5,1,s_2m3,waste,250.0,13,15
1880.0,1023-961,6,1,s_2m3,waste,250.0,14,15
1880.0,1023-961,7,1,s_2m3,waste,250.0,15,15
1880.0,1023-961,8,1,s_2m3,waste,250.0,16,15
2180.0,1023-520,9,1,s_2m8,waste,250.0,17,15
2285.0,1023-597,10,1,s_2m8,waste,250.0,18,15
2285.0,1023-597,11,1,s_2m8,waste,250.0,19,15
2370.0,1023-306,12,1,s_2m8,waste,250.0,20,15
2430.0,1023-920,13,1,s_2m8,waste,250.0,21,15
2465.0,1023-502,14,1,s_2m8,waste,250.0,22,15
2475.0,1023-446,15,1,s_2m8,waste,250.0,23,15
2875.0,1023-754,16,1,s_3m3,waste,250.0,24,15
2990.0,1023-702,17,1,new,s_3m3,3010.0,25,15
3140.0,1023-740,18,1,new,s_2m8,2860.0,26,15
3425.0,1023-551,22,1,new,s_2m8,2575.0,27,15
3470.0,1023-512,23,1,new,s_2m8,2530.0,28,15
3475.0,1023-675,24,1,new,s_2m8,2525.0,29,15
3570.0,1023-543,25,1,new,s_2m3,2430.0,30,15
3935.0,1023-245,27,1,new,s_2m3,2065.0,31,15
4520.0,1023-857,28,1,new,s_1m3,1480.0,32,15
4535.0,1023-643,29,1,new,s_1m3,1465.0,33,15
3255.0,1023-931,19,1,new,s_2m8,2745.0,34,15
3280.0,1023-847,20,1,new,s_2m8,2720.0,35,15
3290.0,1023-314,21,1,new,s_2m8,2710.0,36,15
3900.0,1023-213,26,1,new,s_2m3,2100.0,37,15
4650.0,1023-267,30,1,new,waste,1350.0,38,15
5375.0,1023-395,40,1,new,waste,625.0,1,16
5375.0,1023-395,41,1,new,waste,625.0,2,16
5500.0,1023-317,42,1,new,waste,500.0,3,16
5620.0,1023-223,43,1,new,waste,380.0,4,16
5670.0,1023-694,44,1,new,waste,330.0,5,16
5700.0,1023-917,45,1,new,waste,300.0,6,16
975.0,1023-438,0,1,s_1m3,waste,250.0,7,16
1380.0,1023-471,1,1,s_1m8,waste,250.0,8,16
1380.0,1023-471,2,1,s_1m8,waste,250.0,9,16
1380.0,1023-471,3,1,s_1m8,waste,250.0,10,16
1380.0,1023-471,4,1,s_1m8,waste,250.0,11,16
1380.0,1023-471,5,1,s_1m8,waste,250.0,12,16
1380.0,1023-471,6,1,s_1m8,waste,250.0,13,16
1380.0,1023-471,7,1,s_1m8,waste,250.0,14,16
1590.0,1023-904,10,1,s_2m3,waste,250.0,15,16
1910.0,1023-697,11,1,s_2m3,waste,250.0,16,16
2185.0,1023-543,12,1,s_2m8,waste,250.0,17,16
2235.0,1023-669,13,1,s_2m8,waste,250.0,18,16
2655.0,1023-540,14,1,s_3m3,waste,250.0,19,16
1380.0,1023-471,8,2,new,,,20,16
1500.0,1023-737,9,2,,s_3m3,3120.0,20,16
4060.0,1023-898,34,1,new,s_1m8,1940.0,21,16
3405.0,1023-629,29,1,new,s_2m8,2595.0,22,16
3520.0,1023-720,30,1,new,s_2m3,2480.0,23,16
3970.0,1023-361,33,1,new,s_2m3,2030.0,24,16
4185.0,1023-298,35,1,new,s_1m8,1815.0,25,16
4520.0,1023-711,38,1,new,s_1m3,1480.0,26,16
2830.0,1023-254,15,1,new,s_3m3,3170.0,27,16
2875.0,1023-741,16,1,new,s_3m3,3125.0,28,16
3250.0,1023-918,17,1,new,s_2m8,2750.0,29,16
3715.0,1023-759,31,1,new,s_2m3,2285.0,30,16
3795.0,1023-607,32,1,new,s_2m3,2205.0,31,16
4215.0,1023-488,36,1,new,s_1m8,1785.0,32,16
4260.0,1023-362,37,1,new,s_1m8,1740.0,33,16
4620.0,1023-232,39,1,new,waste,1380.0,34,16
3370.0,1023-614,28,1,new,waste,2630.0,35,16
3345.0,1023-743,25,1,new,waste,2655.0,36,16
3345.0,1023-743,26,1,new,waste,2655.0,37,16
3345.0,1023-743,27,1,new,waste,2655.0,38,16
3250.0,1023-918,18,1,new,waste,2750.0,39,16
3250.0,1023-918,19,1,new,waste,2750.0,40,16
3250.0,1023-794,20,1,new,waste,2750.0,41,16
3250.0,1023-918,21,1,new,waste,2750.0,42,16
3250.0,1023-918,22,1,new,waste,2750.0,43,16
3250.0,1023-918,23,1,new,waste,2750.0,44,16
3250.0,1023-918,24,1,new,waste,2750.0,45,16
4750.0,1023-915,35,1,new,waste,1250.0,1,17
4750.0,1023-915,36,1,new,waste,1250.0,2,17
4750.0,1023-915,37,1,new,waste,1250.0,3,17
4750.0,1023-915,38,1,new,waste,1250.0,4,17
4750.0,1023-915,39,1,new,waste,1250.0,5,17
4750.0,1023-915,40,1,new,waste,1250.0,6,17
4750.0,1023-915,41,1,new,waste,1250.0,7,17
4750.0,1023-915,42,1,new,waste,1250.0,8,17
4750.0,1023-752,43,1,new,waste,1250.0,9,17
4750.0,1023-915,44,1,new,waste,1250.0,10,17
4790.0,1023-310,45,1,new,waste,1210.0,11,17
4845.0,1023-341,46,1,new,waste,1155.0,12,17
4965.0,1023-446,47,1,new,waste,1035.0,13,17
4965.0,1023-446,48,1,new,waste,1035.0,14,17
4965.0,1023-446,49,1,new,waste,1035.0,15,17
4965.0,1023-446,50,1,new,waste,1035.0,16,17
4975.0,1023-488,51,1,new,waste,1025.0,17,17
4980.0,1023-428,52,1,new,waste,1020.0,18,17
5160.0,1023-480,53,1,new,waste,840.0,19,17
5165.0,1023-346,54,1,new,waste,835.0,20,17
5275.0,1023-583,55,1,new,waste,725.0,21,17
5310.0,1023-674,56,1,new,waste,690.0,22,17
5545.0,1023-328,57,1,new,waste,455.0,23,17
5570.0,1023-492,58,1,new,waste,430.0,24,17
5685.0,1023-372,59,1,new,waste,315.0,25,17
1070.0,1023-217,0,1,s_1m8,waste,250.0,26,17
1070.0,1023-217,1,1,s_1m8,waste,250.0,27,17
1070.0,1023-217,2,1,s_1m8,waste,250.0,28,17
1070.0,1023-217,3,1,s_1m8,waste,250.0,29,17
1770.0,1023-466,12,1,s_2m3,waste,250.0,30,17
1790.0,1023-876,13,1,s_2m3,waste,250.0,31,17
1915.0,1023-625,14,1,s_2m3,waste,250.0,32,17
2465.0,1023-692,15,1,s_2m8,waste,250.0,33,17
2570.0,1023-938,16,1,s_3m3,waste,250.0,34,17
1070.0,1023-217,4,2,s_2m8,,,35,17
1070.0,1023-217,5,2,,waste,250.0,35,17
1070.0,1023-217,6,2,s_2m8,,,36,17
1070.0,1023-217,7,2,,waste,250.0,36,17
1070.0,1023-217,8,2,s_2m8,,,37,17
1070.0,1023-217,9,2,,waste,250.0,37,17
1095.0,1023-736,10,2,s_2m8,,,38,17
1095.0,1023-736,11,2,,waste,250.0,38,17
4135.0,1023-779,22,1,new,s_1m8,1865.0,39,17
3675.0,1023-329,18,1,new,s_2m3,2325.0,40,17
3960.0,1023-246,21,1,new,s_2m3,2040.0,41,17
4425.0,1023-701,33,1,new,s_1m8,1575.0,42,17
3280.0,1023-718,17,1,new,s_2m8,2720.0,43,17
3710.0,1023-240,19,1,new,s_2m3,2290.0,44,17
3775.0,1023-935,20,1,new,s_2m3,2225.0,45,17
4350.0,1023-795,23,1,new,s_1m8,1650.0,46,17
4350.0,1023-795,24,1,new,s_1m8,1650.0,47,17
4350.0,1023-795,25,1,new,s_1m8,1650.0,48,17
4350.0,1023-795,26,1,new,s_1m8,1650.0,49,17
4350.0,1023-795,27,1,new,s_1m8,1650.0,50,17
4350.0,1023-795,28,1,new,s_1m8,1650.0,51,17
4350.0,1023-795,29,1,new,s_1m8,1650.0,52,17
4350.0,1023-795,30,1,new,s_1m8,1650.0,53,17
4350.0,1023-795,31,1,new,s_1m8,1650.0,54,17
4670.0,1023-989,34,1,new,waste,1330.0,55,17
4350.0,1023-795,32,1,new,waste,1650.0,56,17
5305.0,1023-481,31,1,new,waste,695.0,1,18
5315.0,1023-935,32,1,new,waste,685.0,2,18
5315.0,1023-935,33,1,new,waste,685.0,3,18
5315.0,1023-935,34,1,new,waste,685.0,4,18
5315.0,1023-935,35,1,new,waste,685.0,5,18
5315.0,1023-935,36,1,new,waste,685.0,6,18
5315.0,1023-935,37,1,new,waste,685.0,7,18
5355.0,1023-251,38,1,new,waste,645.0,8,18
5410.0,1023-433,39,1,new,waste,590.0,9,18
5450.0,1023-409,40,1,new,waste,550.0,10,18
5460.0,1023-349,41,1,new,waste,540.0,11,18
5670.0,1023-340,42,1,new,waste,330.0,12,18
975.0,1023-801,0,1,s_1m3,waste,250.0,13,18
1065.0,1023-443,1,1,s_1m8,waste,250.0,14,18
1155.0,1023-834,2,1,s_1m8,waste,250.0,15,18
