,lg,rest,depth,store_loc,store_status,rtv_loc,rtv_status
_17_31_4,5180,820,3,,,,
_17_32_4,5310,690,3,,,,
_17_33_4,5695,305,3,,,,
_17_34_4,5945,55,3,,,,
_17_35_4,5955,45,3,,,,
_17_36_4,5995,5,3,,,,
_18_19_4,4345,1655,3,1m5,EMPTY,,
_18_20_4,4430,1570,3,1m5,EMPTY,,
_18_21_4,4600,1400,3,1m0,EMPTY,,
_18_22_4,4630,1370,3,1m0,EMPTY,,
_18_23_4,4640,1360,3,1m0,EMPTY,,
_18_24_4,4740,1260,3,1m0,EMPTY,,
_18_25_4,4920,1080,3,1m0,EMPTY,,
_18_26_4,5035,965,3,,,,
_18_27_4,5075,925,3,,,,
_18_28_4,5110,890,3,,,,
_18_29_4,5155,845,3,,,,
_18_30_4,5185,815,3,,,,
_18_31_4,5190,810,3,,,,
_18_32_4,5320,680,3,,,,
_18_33_4,5705,295,3,,,,
_18_34_4,5955,45,3,,,,
_18_35_4,5965,35,3,,,,
_19_20_4,4545,1455,3,1m0,EMPTY,,
_19_21_4,4715,1285,3,1m0,EMPTY,,
_19_22_4,4745,1255,3,1m0,EMPTY,,
_19_23_4,4755,1245,3,1m0,EMPTY,,
_19_24_4,4855,1145,3,1m0,EMPTY,,
_19_25_4,5035,965,3,,,,
_19_26_4,5150,850,3,,,,
_19_27_4,5190,810,3,,,,
_19_28_4,5225,775,3,,,,
_19_29_4,5270,730,3,,,,
_19_30_4,5300,700,3,,,,
_19_31_4,5305,695,3,,,,
_19_32_4,5435,565,3,,,,
_19_33_4,5820,180,3,,,,
_20_21_4,4800,1200,3,1m0,EMPTY,,
_20_22_4,4830,1170,3,1m0,EMPTY,,
_20_23_4,4840,1160,3,1m0,EMPTY,,
_20_24_4,4940,1060,3,1m0,EMPTY,,
_20_25_4,5120,880,3,,,,
_20_26_4,5235,765,3,,,,
_20_27_4,5275,725,3,,,,
_20_28_4,5310,690,3,,,,
_20_29_4,5355,645,3,,,,
_20_30_4,5385,615,3,,,,
_20_31_4,5390,610,3,,,,
_20_32_4,5520,480,3,,,,
_20_33_4,5905,95,3,,,,
_21_22_4,5000,1000,3,1m0,EMPTY,,
_21_23_4,5010,990,3,,,,
_21_24_4,5110,890,3,,,,
_21_25_4,5290,710,3,,,,
_21_26_4,5405,595,3,,,,
_21_27_4,5445,555,3,,,,
_21_28_4,5480,520,3,,,,
_21_29_4,5525,475,3,,,,
_21_30_4,5555,445,3,,,,
_21_31_4,5560,440,3,,,,
_21_32_4,5690,310,3,,,,
_22_23_4,5040,960,3,,,,
_22_24_4,5140,860,3,,,,
_22_25_4,5320,680,3,,,,
_22_26_4,5435,565,3,,,,
_22_27_4,5475,525,3,,,,
_22_28_4,5510,490,3,,,,
_22_29_4,5555,445,3,,,,
_22_30_4,5585,415,3,,,,
_22_31_4,5590,410,3,,,,
_22_32_4,5720,280,3,,,,
_23_24_4,5150,850,3,,,,
_23_25_4,5330,670,3,,,,
_23_26_4,5445,555,3,,,,
_23_27_4,5485,515,3,,,,
_23_28_4,5520,480,3,,,,
_23_29_4,5565,435,3,,,,
_23_30_4,5595,405,3,,,,
_23_31_4,5600,400,3,,,,
_23_32_4,5730,270,3,,,,
_24_25_4,5430,570,3,,,,
_24_26_4,5545,455,3,,,,
_24_27_4,5585,415,3,,,,
_24_28_4,5620,380,3,,,,
_24_29_4,5665,335,3,,,,
_24_30_4,5695,305,3,,,,
_24_31_4,5700,300,3,,,,
_24_32_4,5830,170,3,,,,
_25_26_4,5725,275,3,,,,
_25_27_4,5765,235,3,,,,
_25_28_4,5800,200,3,,,,
_25_29_4,5845,155,3,,,,
_25_30_4,5875,125,3,,,,
_25_31_4,5880,120,3,,,,
_26_27_4,5880,120,3,,,,
_26_28_4,5915,85,3,,,,
_26_29_4,5960,40,3,,,,
_26_30_4,5990,10,3,,,,
_26_31_4,5995,5,3,,,,
_27_28_4,5955,45,3,,,,
_5_6_7,2960,3040,3,3m0,EMPTY,3m0,EMPTY
_5_6_8,3040,2960,3,2m5,EMPTY,3m5,EMPTY
_5_6_9,3265,2735,3,2m5,EMPTY,3m5,EMPTY
_10_5_6,3415,2585,3,2m5,EMPTY,3m5,EMPTY
_11_5_6,3415,2585,3,2m5,EMPTY,3m5,EMPTY
_12_5_6,3415,2585,3,2m5,EMPTY,3m5,EMPTY
_13_5_6,3415,2585,3,2m5,EMPTY,3m5,EMPTY
_14_5_6,3415,2585,3,2m5,EMPTY,3m5,EMPTY
_15_5_6,3415,2585,3,2m5,EMPTY,3m5,EMPTY
_16_5_6,3420,2580,3,2m5,EMPTY,3m5,EMPTY
_17_5_6,3575,2425,3,2m0,EMPTY,,
_18_5_6,3585,2415,3,2m0,EMPTY,,
_19_5_6,3700,2300,3,2m0,EMPTY,,
_20_5_6,3785,2215,3,2m0,EMPTY,,
_21_5_6,3955,2045,3,2m0,EMPTY,,
_22_5_6,3985,2015,3,2m0,EMPTY,,
_23_5_6,3995,2005,3,2m0,EMPTY,,
_24_5_6,4095,1905,3,1m5,EMPTY,,
_25_5_6,4275,1725,3,1m5,EMPTY,,
_26_5_6,4390,1610,3,1m5,EMPTY,,
_27_5_6,4430,1570,3,1m5,EMPTY,,
_28_5_6,4465,1535,3,1m5,EMPTY,,
_29_5_6,4510,1490,3,1m0,EMPTY,,
_30_5_6,4540,1460,3,1m0,EMPTY,,
_31_5_6,4545,1455,3,1m0,EMPTY,,
_32_5_6,4675,1325,3,1m0,EMPTY,,
_33_5_6,5060,940,3,,,,
_34_5_6,5310,690,3,,,,
_35_5_6,5320,680,3,,,,
_36_5_6,5360,640,3,,,,
_37_5_6,5395,605,3,,,,
_38_5_6,5540,460,3,,,,
_39_5_6,5565,435,3,,,,
_40_5_6,5860,140,3,,,,
_41_5_6,5915,85,3,,,,
_42_5_6,5965,35,3,,,,
_5_7_8,3060,2940,3,2m5,EMPTY,3m5,EMPTY
_5_7_9,3285,2715,3,2m5,EMPTY,3m5,EMPTY
_10_5_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_11_5_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_12_5_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_13_5_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_14_5_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_15_5_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_16_5_7,3440,2560,3,2m5,EMPTY,3m5,EMPTY
_17_5_7,3595,2405,3,2m0,EMPTY,,
_18_5_7,3605,2395,3,2m0,EMPTY,,
_19_5_7,3720,2280,3,2m0,EMPTY,,
_20_5_7,3805,2195,3,2m0,EMPTY,,
_21_5_7,3975,2025,3,2m0,EMPTY,,
_22_5_7,4005,1995,3,1m5,EMPTY,,
_23_5_7,4015,1985,3,1m5,EMPTY,,
_24_5_7,4115,1885,3,1m5,EMPTY,,
_25_5_7,4295,1705,3,1m5,EMPTY,,
_26_5_7,4410,1590,3,1m5,EMPTY,,
_27_5_7,4450,1550,3,1m5,EMPTY,,
_28_5_7,4485,1515,3,1m5,EMPTY,,
_29_5_7,4530,1470,3,1m0,EMPTY,,
_30_5_7,4560,1440,3,1m0,EMPTY,,
_31_5_7,4565,1435,3,1m0,EMPTY,,
_32_5_7,4695,1305,3,1m0,EMPTY,,
_33_5_7,5080,920,3,,,,
_34_5_7,5330,670,3,,,,
_35_5_7,5340,660,3,,,,
_36_5_7,5380,620,3,,,,
_37_5_7,5415,585,3,,,,
_38_5_7,5560,440,3,,,,
_39_5_7,5585,415,3,,,,
_40_5_7,5880,120,3,,,,
_41_5_7,5935,65,3,,,,
_42_5_7,5985,15,3,,,,
_5_8_9,3365,2635,3,2m5,EMPTY,3m5,EMPTY
_10_5_8,3515,2485,3,2m0,EMPTY,,
_11_5_8,3515,2485,3,2m0,EMPTY,,
_12_5_8,3515,2485,3,2m0,EMPTY,,
_13_5_8,3515,2485,3,2m0,EMPTY,,
_14_5_8,3515,2485,3,2m0,EMPTY,,
_15_5_8,3515,2485,3,2m0,EMPTY,,
_16_5_8,3520,2480,3,2m0,EMPTY,,
_17_5_8,3675,2325,3,2m0,EMPTY,,
_18_5_8,3685,2315,3,2m0,EMPTY,,
_19_5_8,3800,2200,3,2m0,EMPTY,,
_20_5_8,3885,2115,3,2m0,EMPTY,,
_21_5_8,4055,1945,3,1m5,EMPTY,,
_22_5_8,4085,1915,3,1m5,EMPTY,,
_23_5_8,4095,1905,3,1m5,EMPTY,,
_24_5_8,4195,1805,3,1m5,EMPTY,,
_25_5_8,4375,1625,3,1m5,EMPTY,,
_26_5_8,4490,1510,3,1m5,EMPTY,,
_27_5_8,4530,1470,3,1m0,EMPTY,,
_28_5_8,4565,1435,3,1m0,EMPTY,,
_29_5_8,4610,1390,3,1m0,EMPTY,,
_30_5_8,4640,1360,3,1m0,EMPTY,,
_31_5_8,4645,1355,3,1m0,EMPTY,,
_32_5_8,4775,1225,3,1m0,EMPTY,,
_33_5_8,5160,840,3,,,,
_34_5_8,5410,590,3,,,,
_35_5_8,5420,580,3,,,,
_36_5_8,5460,540,3,,,,
_37_5_8,5495,505,3,,,,
_38_5_8,5640,360,3,,,,
_39_5_8,5665,335,3,,,,
_40_5_8,5960,40,3,,,,
_10_5_9,3740,2260,3,2m0,EMPTY,,
_11_5_9,3740,2260,3,2m0,EMPTY,,
_12_5_9,3740,2260,3,2m0,EMPTY,,
_13_5_9,3740,2260,3,2m0,EMPTY,,
_14_5_9,3740,2260,3,2m0,EMPTY,,
_15_5_9,3740,2260,3,2m0,EMPTY,,
_16_5_9,3745,2255,3,2m0,EMPTY,,
_17_5_9,3900,2100,3,2m0,EMPTY,,
_18_5_9,3910,2090,3,2m0,EMPTY,,
_19_5_9,4025,1975,3,1m5,EMPTY,,
_20_5_9,4110,1890,3,1m5,EMPTY,,
_21_5_9,4280,1720,3,1m5,EMPTY,,
_22_5_9,4310,1690,3,1m5,EMPTY,,
_23_5_9,4320,1680,3,1m5,EMPTY,,
_24_5_9,4420,1580,3,1m5,EMPTY,,
_25_5_9,4600,1400,3,1m0,EMPTY,,
_26_5_9,4715,1285,3,1m0,EMPTY,,
_27_5_9,4755,1245,3,1m0,EMPTY,,
_28_5_9,4790,1210,3,1m0,EMPTY,,
_29_5_9,4835,1165,3,1m0,EMPTY,,
_30_5_9,4865,1135,3,1m0,EMPTY,,
_31_5_9,4870,1130,3,1m0,EMPTY,,
_32_5_9,5000,1000,3,1m0,EMPTY,,
_33_5_9,5385,615,3,,,,
_34_5_9,5635,365,3,,,,
_35_5_9,5645,355,3,,,,
_36_5_9,5685,315,3,,,,
_37_5_9,5720,280,3,,,,
_38_5_9,5865,135,3,,,,
_39_5_9,5890,110,3,,,,
_10_11_5,3890,2110,3,2m0,EMPTY,,
_10_12_5,3890,2110,3,2m0,EMPTY,,
_10_13_5,3890,2110,3,2m0,EMPTY,,
_10_14_5,3890,2110,3,2m0,EMPTY,,
_10_15_5,3890,2110,3,2m0,EMPTY,,
_10_16_5,3895,2105,3,2m0,EMPTY,,
_10_17_5,4050,1950,3,1m5,EMPTY,,
_10_18_5,4060,1940,3,1m5,EMPTY,,
_10_19_5,4175,1825,3,1m5,EMPTY,,
_10_20_5,4260,1740,3,1m5,EMPTY,,
_10_21_5,4430,1570,3,1m5,EMPTY,,
_10_22_5,4460,1540,3,1m5,EMPTY,,
_10_23_5,4470,1530,3,1m5,EMPTY,,
_10_24_5,4570,1430,3,1m0,EMPTY,,
_10_25_5,4750,1250,3,1m0,EMPTY,,
_10_26_5,4865,1135,3,1m0,EMPTY,,
_10_27_5,4905,1095,3,1m0,EMPTY,,
_10_28_5,4940,1060,3,1m0,EMPTY,,
_10_29_5,4985,1015,3,1m0,EMPTY,,
_10_30_5,5015,985,3,,,,
_10_31_5,5020,980,3,,,,
_10_32_5,5150,850,3,,,,
_10_33_5,5535,465,3,,,,
_10_34_5,5785,215,3,,,,
_10_35_5,5795,205,3,,,,
_10_36_5,5835,165,3,,,,
_10_37_5,5870,130,3,,,,
_11_12_5,3890,2110,3,2m0,EMPTY,,
_11_13_5,3890,2110,3,2m0,EMPTY,,
_11_14_5,3890,2110,3,2m0,EMPTY,,
_11_15_5,3890,2110,3,2m0,EMPTY,,
_11_16_5,3895,2105,3,2m0,EMPTY,,
_11_17_5,4050,1950,3,1m5,EMPTY,,
_11_18_5,4060,1940,3,1m5,EMPTY,,
_11_19_5,4175,1825,3,1m5,EMPTY,,
_11_20_5,4260,1740,3,1m5,EMPTY,,
_11_21_5,4430,1570,3,1m5,EMPTY,,
_11_22_5,4460,1540,3,1m5,EMPTY,,
_11_23_5,4470,1530,3,1m5,EMPTY,,
_11_24_5,4570,1430,3,1m0,EMPTY,,
_11_25_5,4750,1250,3,1m0,EMPTY,,
_11_26_5,4865,1135,3,1m0,EMPTY,,
_11_27_5,4905,1095,3,1m0,EMPTY,,
_11_28_5,4940,1060,3,1m0,EMPTY,,
_11_29_5,4985,1015,3,1m0,EMPTY,,
_11_30_5,5015,985,3,,,,
_11_31_5,5020,980,3,,,,
_11_32_5,5150,850,3,,,,
_11_33_5,5535,465,3,,,,
_11_34_5,5785,215,3,,,,
_11_35_5,5795,205,3,,,,
_11_36_5,5835,165,3,,,,
_11_37_5,5870,130,3,,,,
_12_13_5,3890,2110,3,2m0,EMPTY,,
_12_14_5,3890,2110,3,2m0,EMPTY,,
_12_15_5,3890,2110,3,2m0,EMPTY,,
_12_16_5,3895,2105,3,2m0,EMPTY,,
_12_17_5,4050,1950,3,1m5,EMPTY,,
_12_18_5,4060,1940,3,1m5,EMPTY,,
_12_19_5,4175,1825,3,1m5,EMPTY,,
_12_20_5,4260,1740,3,1m5,EMPTY,,
_12_21_5,4430,1570,3,1m5,EMPTY,,
_12_22_5,4460,1540,3,1m5,EMPTY,,
_12_23_5,4470,1530,3,1m5,EMPTY,,
_12_24_5,4570,1430,3,1m0,EMPTY,,
_12_25_5,4750,1250,3,1m0,EMPTY,,
_12_26_5,4865,1135,3,1m0,EMPTY,,
_12_27_5,4905,1095,3,1m0,EMPTY,,
_12_28_5,4940,1060,3,1m0,EMPTY,,
_12_29_5,4985,1015,3,1m0,EMPTY,,
_12_30_5,5015,985,3,,,,
_12_31_5,5020,980,3,,,,
_12_32_5,5150,850,3,,,,
_12_33_5,5535,465,3,,,,
_12_34_5,5785,215,3,,,,
_12_35_5,5795,205,3,,,,
_12_36_5,5835,165,3,,,,
_12_37_5,5870,130,3,,,,
_13_14_5,3890,2110,3,2m0,EMPTY,,
_13_15_5,3890,2110,3,2m0,EMPTY,,
_13_16_5,3895,2105,3,2m0,EMPTY,,
_13_17_5,4050,1950,3,1m5,EMPTY,,
_13_18_5,4060,1940,3,1m5,EMPTY,,
_13_19_5,4175,1825,3,1m5,EMPTY,,
_13_20_5,4260,1740,3,1m5,EMPTY,,
_13_21_5,4430,1570,3,1m5,EMPTY,,
_13_22_5,4460,1540,3,1m5,EMPTY,,
_13_23_5,4470,1530,3,1m5,EMPTY,,
_13_24_5,4570,1430,3,1m0,EMPTY,,
_13_25_5,4750,1250,3,1m0,EMPTY,,
_13_26_5,4865,1135,3,1m0,EMPTY,,
_13_27_5,4905,1095,3,1m0,EMPTY,,
_13_28_5,4940,1060,3,1m0,EMPTY,,
_13_29_5,4985,1015,3,1m0,EMPTY,,
_13_30_5,5015,985,3,,,,
_13_31_5,5020,980,3,,,,
_13_32_5,5150,850,3,,,,
_13_33_5,5535,465,3,,,,
_13_34_5,5785,215,3,,,,
_13_35_5,5795,205,3,,,,
_13_36_5,5835,165,3,,,,
_13_37_5,5870,130,3,,,,
_14_15_5,3890,2110,3,2m0,EMPTY,,
_14_16_5,3895,2105,3,2m0,EMPTY,,
_14_17_5,4050,1950,3,1m5,EMPTY,,
_14_18_5,4060,1940,3,1m5,EMPTY,,
_14_19_5,4175,1825,3,1m5,EMPTY,,
_14_20_5,4260,1740,3,1m5,EMPTY,,
_14_21_5,4430,1570,3,1m5,EMPTY,,
_14_22_5,4460,1540,3,1m5,EMPTY,,
_14_23_5,4470,1530,3,1m5,EMPTY,,
_14_24_5,4570,1430,3,1m0,EMPTY,,
_14_25_5,4750,1250,3,1m0,EMPTY,,
_14_26_5,4865,1135,3,1m0,EMPTY,,
_14_27_5,4905,1095,3,1m0,EMPTY,,
_14_28_5,4940,1060,3,1m0,EMPTY,,
_14_29_5,4985,1015,3,1m0,EMPTY,,
_14_30_5,5015,985,3,,,,
_14_31_5,5020,980,3,,,,
_14_32_5,5150,850,3,,,,
_14_33_5,5535,465,3,,,,
_14_34_5,5785,215,3,,,,
_14_35_5,5795,205,3,,,,
_14_36_5,5835,165,3,,,,
_14_37_5,5870,130,3,,,,
_15_16_5,3895,2105,3,2m0,EMPTY,,
_15_17_5,4050,1950,3,1m5,EMPTY,,
_15_18_5,4060,1940,3,1m5,EMPTY,,
_15_19_5,4175,1825,3,1m5,EMPTY,,
_15_20_5,4260,1740,3,1m5,EMPTY,,
_15_21_5,4430,1570,3,1m5,EMPTY,,
_15_22_5,4460,1540,3,1m5,EMPTY,,
_15_23_5,4470,1530,3,1m5,EMPTY,,
_15_24_5,4570,1430,3,1m0,EMPTY,,
_15_25_5,4750,1250,3,1m0,EMPTY,,
_15_26_5,4865,1135,3,1m0,EMPTY,,
_15_27_5,4905,1095,3,1m0,EMPTY,,
_15_28_5,4940,1060,3,1m0,EMPTY,,
_15_29_5,4985,1015,3,1m0,EMPTY,,
_15_30_5,5015,985,3,,,,
_15_31_5,5020,980,3,,,,
_15_32_5,5150,850,3,,,,
_15_33_5,5535,465,3,,,,
_15_34_5,5785,215,3,,,,
_15_35_5,5795,205,3,,,,
_15_36_5,5835,165,3,,,,
_15_37_5,5870,130,3,,,,
_16_17_5,4055,1945,3,1m5,EMPTY,,
_16_18_5,4065,1935,3,1m5,EMPTY,,
_16_19_5,4180,1820,3,1m5,EMPTY,,
_16_20_5,4265,1735,3,1m5,EMPTY,,
_16_21_5,4435,1565,3,1m5,EMPTY,,
_16_22_5,4465,1535,3,1m5,EMPTY,,
_16_23_5,4475,1525,3,1m5,EMPTY,,
_16_24_5,4575,1425,3,1m0,EMPTY,,
_16_25_5,4755,1245,3,1m0,EMPTY,,
_16_26_5,4870,1130,3,1m0,EMPTY,,
_16_27_5,4910,1090,3,1m0,EMPTY,,
_16_28_5,4945,1055,3,1m0,EMPTY,,
_16_29_5,4990,1010,3,1m0,EMPTY,,
_16_30_5,5020,980,3,,,,
_16_31_5,5025,975,3,,,,
_16_32_5,5155,845,3,,,,
_16_33_5,5540,460,3,,,,
_16_34_5,5790,210,3,,,,
_16_35_5,5800,200,3,,,,
_16_36_5,5840,160,3,,,,
_16_37_5,5875,125,3,,,,
_17_18_5,4220,1780,3,1m5,EMPTY,,
_17_19_5,4335,1665,3,1m5,EMPTY,,
_17_20_5,4420,1580,3,1m5,EMPTY,,
_17_21_5,4590,1410,3,1m0,EMPTY,,
_17_22_5,4620,1380,3,1m0,EMPTY,,
_17_23_5,4630,1370,3,1m0,EMPTY,,
_17_24_5,4730,1270,3,1m0,EMPTY,,
_17_25_5,4910,1090,3,1m0,EMPTY,,
_17_26_5,5025,975,3,,,,
_17_27_5,5065,935,3,,,,
_17_28_5,5100,900,3,,,,
_17_29_5,5145,855,3,,,,
_17_30_5,5175,825,3,,,,
_17_31_5,5180,820,3,,,,
_17_32_5,5310,690,3,,,,
_17_33_5,5695,305,3,,,,
_17_34_5,5945,55,3,,,,
_17_35_5,5955,45,3,,,,
_17_36_5,5995,5,3,,,,
_18_19_5,4345,1655,3,1m5,EMPTY,,
_18_20_5,4430,1570,3,1m5,EMPTY,,
_18_21_5,4600,1400,3,1m0,EMPTY,,
_18_22_5,4630,1370,3,1m0,EMPTY,,
_18_23_5,4640,1360,3,1m0,EMPTY,,
_18_24_5,4740,1260,3,1m0,EMPTY,,
_18_25_5,4920,1080,3,1m0,EMPTY,,
_18_26_5,5035,965,3,,,,
_18_27_5,5075,925,3,,,,
_18_28_5,5110,890,3,,,,
_18_29_5,5155,845,3,,,,
_18_30_5,5185,815,3,,,,
_18_31_5,5190,810,3,,,,
_18_32_5,5320,680,3,,,,
_18_33_5,5705,295,3,,,,
_18_34_5,5955,45,3,,,,
_18_35_5,5965,35,3,,,,
_19_20_5,4545,1455,3,1m0,EMPTY,,
_19_21_5,4715,1285,3,1m0,EMPTY,,
_19_22_5,4745,1255,3,1m0,EMPTY,,
_19_23_5,4755,1245,3,1m0,EMPTY,,
_19_24_5,4855,1145,3,1m0,EMPTY,,
_19_25_5,5035,965,3,,,,
_19_26_5,5150,850,3,,,,
_19_27_5,5190,810,3,,,,
_19_28_5,5225,775,3,,,,
_19_29_5,5270,730,3,,,,
_19_30_5,5300,700,3,,,,
_19_31_5,5305,695,3,,,,
_19_32_5,5435,565,3,,,,
_19_33_5,5820,180,3,,,,
_20_21_5,4800,1200,3,1m0,EMPTY,,
_20_22_5,4830,1170,3,1m0,EMPTY,,
_20_23_5,4840,1160,3,1m0,EMPTY,,
_20_24_5,4940,1060,3,1m0,EMPTY,,
_20_25_5,5120,880,3,,,,
_20_26_5,5235,765,3,,,,
_20_27_5,5275,725,3,,,,
_20_28_5,5310,690,3,,,,
_20_29_5,5355,645,3,,,,
_20_30_5,5385,615,3,,,,
_20_31_5,5390,610,3,,,,
_20_32_5,5520,480,3,,,,
_20_33_5,5905,95,3,,,,
_21_22_5,5000,1000,3,1m0,EMPTY,,
_21_23_5,5010,990,3,,,,
_21_24_5,5110,890,3,,,,
_21_25_5,5290,710,3,,,,
_21_26_5,5405,595,3,,,,
_21_27_5,5445,555,3,,,,
_21_28_5,5480,520,3,,,,
_21_29_5,5525,475,3,,,,
_21_30_5,5555,445,3,,,,
_21_31_5,5560,440,3,,,,
_21_32_5,5690,310,3,,,,
_22_23_5,5040,960,3,,,,
_22_24_5,5140,860,3,,,,
_22_25_5,5320,680,3,,,,
_22_26_5,5435,565,3,,,,
_22_27_5,5475,525,3,,,,
_22_28_5,5510,490,3,,,,
_22_29_5,5555,445,3,,,,
_22_30_5,5585,415,3,,,,
_22_31_5,5590,410,3,,,,
_22_32_5,5720,280,3,,,,
_23_24_5,5150,850,3,,,,
_23_25_5,5330,670,3,,,,
_23_26_5,5445,555,3,,,,
_23_27_5,5485,515,3,,,,
_23_28_5,5520,480,3,,,,
_23_29_5,5565,435,3,,,,
_23_30_5,5595,405,3,,,,
_23_31_5,5600,400,3,,,,
_23_32_5,5730,270,3,,,,
_24_25_5,5430,570,3,,,,
_24_26_5,5545,455,3,,,,
_24_27_5,5585,415,3,,,,
_24_28_5,5620,380,3,,,,
_24_29_5,5665,335,3,,,,
_24_30_5,5695,305,3,,,,
_24_31_5,5700,300,3,,,,
_24_32_5,5830,170,3,,,,
_25_26_5,5725,275,3,,,,
_25_27_5,5765,235,3,,,,
_25_28_5,5800,200,3,,,,
_25_29_5,5845,155,3,,,,
_25_30_5,5875,125,3,,,,
_25_31_5,5880,120,3,,,,
_26_27_5,5880,120,3,,,,
_26_28_5,5915,85,3,,,,
_26_29_5,5960,40,3,,,,
_26_30_5,5990,10,3,,,,
_26_31_5,5995,5,3,,,,
_27_28_5,5955,45,3,,,,
_6_7_8,3060,2940,3,2m5,EMPTY,3m5,EMPTY
_6_7_9,3285,2715,3,2m5,EMPTY,3m5,EMPTY
_10_6_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_11_6_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_12_6_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_13_6_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_14_6_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_15_6_7,3435,2565,3,2m5,EMPTY,3m5,EMPTY
_16_6_7,3440,2560,3,2m5,EMPTY,3m5,EMPTY
_17_6_7,3595,2405,3,2m0,EMPTY,,
_18_6_7,3605,2395,3,2m0,EMPTY,,
_19_6_7,3720,2280,3,2m0,EMPTY,,
_20_6_7,3805,2195,3,2m0,EMPTY,,
_21_6_7,3975,2025,3,2m0,EMPTY,,
_22_6_7,4005,1995,3,1m5,EMPTY,,
_23_6_7,4015,1985,3,1m5,EMPTY,,
_24_6_7,4115,1885,3,1m5,EMPTY,,
_25_6_7,4295,1705,3,1m5,EMPTY,,
_26_6_7,4410,1590,3,1m5,EMPTY,,
_27_6_7,4450,1550,3,1m5,EMPTY,,
_28_6_7,4485,1515,3,1m5,EMPTY,,
_29_6_7,4530,1470,3,1m0,EMPTY,,
_30_6_7,4560,1440,3,1m0,EMPTY,,
_31_6_7,4565,1435,3,1m0,EMPTY,,
_32_6_7,4695,1305,3,1m0,EMPTY,,
_33_6_7,5080,920,3,,,,
_34_6_7,5330,670,3,,,,
_35_6_7,5340,660,3,,,,
_36_6_7,5380,620,3,,,,
_37_6_7,5415,585,3,,,,
_38_6_7,5560,440,3,,,,
_39_6_7,5585,415,3,,,,
_40_6_7,5880,120,3,,,,
_41_6_7,5935,65,3,,,,
_42_6_7,5985,15,3,,,,
_6_8_9,3365,2635,3,2m5,EMPTY,3m5,EMPTY
_10_6_8,3515,2485,3,2m0,EMPTY,,
_11_6_8,3515,2485,3,2m0,EMPTY,,
_12_6_8,3515,2485,3,2m0,EMPTY,,
_13_6_8,3515,2485,3,2m0,EMPTY,,
_14_6_8,3515,2485,3,2m0,EMPTY,,
_15_6_8,3515,2485,3,2m0,EMPTY,,
_16_6_8,3520,2480,3,2m0,EMPTY,,
_17_6_8,3675,2325,3,2m0,EMPTY,,
_18_6_8,3685,2315,3,2m0,EMPTY,,
_19_6_8,3800,2200,3,2m0,EMPTY,,
_20_6_8,3885,2115,3,2m0,EMPTY,,
_21_6_8,4055,1945,3,1m5,EMPTY,,
_22_6_8,4085,1915,3,1m5,EMPTY,,
_23_6_8,4095,1905,3,1m5,EMPTY,,
_24_6_8,4195,1805,3,1m5,EMPTY,,
_25_6_8,4375,1625,3,1m5,EMPTY,,
_26_6_8,4490,1510,3,1m5,EMPTY,,
_27_6_8,4530,1470,3,1m0,EMPTY,,
_28_6_8,4565,1435,3,1m0,EMPTY,,
_29_6_8,4610,1390,3,1m0,EMPTY,,
_30_6_8,4640,1360,3,1m0,EMPTY,,
_31_6_8,4645,1355,3,1m0,EMPTY,,
_32_6_8,4775,1225,3,1m0,EMPTY,,
_33_6_8,5160,840,3,,,,
_34_6_8,5410,590,3,,,,
_35_6_8,5420,580,3,,,,
_36_6_8,5460,540,3,,,,
_37_6_8,5495,505,3,,,,
_38_6_8,5640,360,3,,,,
_39_6_8,5665,335,3,,,,
_40_6_8,5960,40,3,,,,
_10_6_9,3740,2260,3,2m0,EMPTY,,
_11_6_9,3740,2260,3,2m0,EMPTY,,
_12_6_9,3740,2260,3,2m0,EMPTY,,
_13_6_9,3740,2260,3,2m0,EMPTY,,
_14_6_9,3740,2260,3,2m0,EMPTY,,
_15_6_9,3740,2260,3,2m0,EMPTY,,
_16_6_9,3745,2255,3,2m0,EMPTY,,
_17_6_9,3900,2100,3,2m0,EMPTY,,
_18_6_9,3910,2090,3,2m0,EMPTY,,
_19_6_9,4025,1975,3,1m5,EMPTY,,
_20_6_9,4110,1890,3,1m5,EMPTY,,
_21_6_9,4280,1720,3,1m5,EMPTY,,
_22_6_9,4310,1690,3,1m5,EMPTY,,
_23_6_9,4320,1680,3,1m5,EMPTY,,
_24_6_9,4420,1580,3,1m5,EMPTY,,
_25_6_9,4600,1400,3,1m0,EMPTY,,
_26_6_9,4715,1285,3,1m0,EMPTY,,
_27_6_9,4755,1245,3,1m0,EMPTY,,
_28_6_9,4790,1210,3,1m0,EMPTY,,
_29_6_9,4835,1165,3,1m0,EMPTY,,
