,lg,rest,depth,store_loc,store_status,rtv_loc,rtv_status
_1_18_4_8,4665,1335,4,1m0,EMPTY,,
_1_19_4_8,4780,1220,4,1m0,EMPTY,,
_1_20_4_8,4865,1135,4,1m0,EMPTY,,
_1_21_4_8,5035,965,4,,,,
_1_22_4_8,5065,935,4,,,,
_1_23_4_8,5075,925,4,,,,
_1_24_4_8,5175,825,4,,,,
_1_25_4_8,5355,645,4,,,,
_1_26_4_8,5470,530,4,,,,
_1_27_4_8,5510,490,4,,,,
_1_28_4_8,5545,455,4,,,,
_1_29_4_8,5590,410,4,,,,
_1_30_4_8,5620,380,4,,,,
_1_31_4_8,5625,375,4,,,,
_1_32_4_8,5755,245,4,,,,
_1_10_4_9,4720,1280,4,1m0,EMPTY,,
_1_11_4_9,4720,1280,4,1m0,EMPTY,,
_1_12_4_9,4720,1280,4,1m0,EMPTY,,
_1_13_4_9,4720,1280,4,1m0,EMPTY,,
_1_14_4_9,4720,1280,4,1m0,EMPTY,,
_1_15_4_9,4720,1280,4,1m0,EMPTY,,
_1_16_4_9,4725,1275,4,1m0,EMPTY,,
_1_17_4_9,4880,1120,4,1m0,EMPTY,,
_1_18_4_9,4890,1110,4,1m0,EMPTY,,
_1_19_4_9,5005,995,4,,,,
_1_20_4_9,5090,910,4,,,,
_1_21_4_9,5260,740,4,,,,
_1_22_4_9,5290,710,4,,,,
_1_23_4_9,5300,700,4,,,,
_1_24_4_9,5400,600,4,,,,
_1_25_4_9,5580,420,4,,,,
_1_26_4_9,5695,305,4,,,,
_1_27_4_9,5735,265,4,,,,
_1_28_4_9,5770,230,4,,,,
_1_29_4_9,5815,185,4,,,,
_1_30_4_9,5845,155,4,,,,
_1_31_4_9,5850,150,4,,,,
_1_32_4_9,5980,20,4,,,,
_1_10_11_4,4870,1130,4,1m0,EMPTY,,
_1_10_12_4,4870,1130,4,1m0,EMPTY,,
_1_10_13_4,4870,1130,4,1m0,EMPTY,,
_1_10_14_4,4870,1130,4,1m0,EMPTY,,
_1_10_15_4,4870,1130,4,1m0,EMPTY,,
_1_10_16_4,4875,1125,4,1m0,EMPTY,,
_1_10_17_4,5030,970,4,,,,
_1_10_18_4,5040,960,4,,,,
_1_10_19_4,5155,845,4,,,,
_1_10_20_4,5240,760,4,,,,
_1_10_21_4,5410,590,4,,,,
_1_10_22_4,5440,560,4,,,,
_1_10_23_4,5450,550,4,,,,
_1_10_24_4,5550,450,4,,,,
_1_10_25_4,5730,270,4,,,,
_1_10_26_4,5845,155,4,,,,
_1_10_27_4,5885,115,4,,,,
_1_10_28_4,5920,80,4,,,,
_1_10_29_4,5965,35,4,,,,
_1_10_30_4,5995,5,4,,,,
_1_11_12_4,4870,1130,4,1m0,EMPTY,,
_1_11_13_4,4870,1130,4,1m0,EMPTY,,
_1_11_14_4,4870,1130,4,1m0,EMPTY,,
_1_11_15_4,4870,1130,4,1m0,EMPTY,,
_1_11_16_4,4875,1125,4,1m0,EMPTY,,
_1_11_17_4,5030,970,4,,,,
_1_11_18_4,5040,960,4,,,,
_1_11_19_4,5155,845,4,,,,
_1_11_20_4,5240,760,4,,,,
_1_11_21_4,5410,590,4,,,,
_1_11_22_4,5440,560,4,,,,
_1_11_23_4,5450,550,4,,,,
_1_11_24_4,5550,450,4,,,,
_1_11_25_4,5730,270,4,,,,
_1_11_26_4,5845,155,4,,,,
_1_11_27_4,5885,115,4,,,,
_1_11_28_4,5920,80,4,,,,
_1_11_29_4,5965,35,4,,,,
_1_11_30_4,5995,5,4,,,,
_1_12_13_4,4870,1130,4,1m0,EMPTY,,
_1_12_14_4,4870,1130,4,1m0,EMPTY,,
_1_12_15_4,4870,1130,4,1m0,EMPTY,,
_1_12_16_4,4875,1125,4,1m0,EMPTY,,
_1_12_17_4,5030,970,4,,,,
_1_12_18_4,5040,960,4,,,,
_1_12_19_4,5155,845,4,,,,
_1_12_20_4,5240,760,4,,,,
_1_12_21_4,5410,590,4,,,,
_1_12_22_4,5440,560,4,,,,
_1_12_23_4,5450,550,4,,,,
_1_12_24_4,5550,450,4,,,,
_1_12_25_4,5730,270,4,,,,
_1_12_26_4,5845,155,4,,,,
_1_12_27_4,5885,115,4,,,,
_1_12_28_4,5920,80,4,,,,
_1_12_29_4,5965,35,4,,,,
_1_12_30_4,5995,5,4,,,,
_1_13_14_4,4870,1130,4,1m0,EMPTY,,
_1_13_15_4,4870,1130,4,1m0,EMPTY,,
_1_13_16_4,4875,1125,4,1m0,EMPTY,,
_1_13_17_4,5030,970,4,,,,
_1_13_18_4,5040,960,4,,,,
_1_13_19_4,5155,845,4,,,,
_1_13_20_4,5240,760,4,,,,
_1_13_21_4,5410,590,4,,,,
_1_13_22_4,5440,560,4,,,,
_1_13_23_4,5450,550,4,,,,
_1_13_24_4,5550,450,4,,,,
_1_13_25_4,5730,270,4,,,,
_1_13_26_4,5845,155,4,,,,
_1_13_27_4,5885,115,4,,,,
_1_13_28_4,5920,80,4,,,,
_1_13_29_4,5965,35,4,,,,
_1_13_30_4,5995,5,4,,,,
_1_14_15_4,4870,1130,4,1m0,EMPTY,,
_1_14_16_4,4875,1125,4,1m0,EMPTY,,
_1_14_17_4,5030,970,4,,,,
_1_14_18_4,5040,960,4,,,,
_1_14_19_4,5155,845,4,,,,
_1_14_20_4,5240,760,4,,,,
_1_14_21_4,5410,590,4,,,,
_1_14_22_4,5440,560,4,,,,
_1_14_23_4,5450,550,4,,,,
_1_14_24_4,5550,450,4,,,,
_1_14_25_4,5730,270,4,,,,
_1_14_26_4,5845,155,4,,,,
_1_14_27_4,5885,115,4,,,,
_1_14_28_4,5920,80,4,,,,
_1_14_29_4,5965,35,4,,,,
_1_14_30_4,5995,5,4,,,,
_1_15_16_4,4875,1125,4,1m0,EMPTY,,
_1_15_17_4,5030,970,4,,,,
_1_15_18_4,5040,960,4,,,,
_1_15_19_4,5155,845,4,,,,
_1_15_20_4,5240,760,4,,,,
_1_15_21_4,5410,590,4,,,,
_1_15_22_4,5440,560,4,,,,
_1_15_23_4,5450,550,4,,,,
_1_15_24_4,5550,450,4,,,,
_1_15_25_4,5730,270,4,,,,
_1_15_26_4,5845,155,4,,,,
_1_15_27_4,5885,115,4,,,,
_1_15_28_4,5920,80,4,,,,
_1_15_29_4,5965,35,4,,,,
_1_15_30_4,5995,5,4,,,,
_1_16_17_4,5035,965,4,,,,
_1_16_18_4,5045,955,4,,,,
_1_16_19_4,5160,840,4,,,,
_1_16_20_4,5245,755,4,,,,
_1_16_21_4,5415,585,4,,,,
_1_16_22_4,5445,555,4,,,,
_1_16_23_4,5455,545,4,,,,
_1_16_24_4,5555,445,4,,,,
_1_16_25_4,5735,265,4,,,,
_1_16_26_4,5850,150,4,,,,
_1_16_27_4,5890,110,4,,,,
_1_16_28_4,5925,75,4,,,,
_1_16_29_4,5970,30,4,,,,
_1_17_18_4,5200,800,4,,,,
_1_17_19_4,5315,685,4,,,,
_1_17_20_4,5400,600,4,,,,
_1_17_21_4,5570,430,4,,,,
_1_17_22_4,5600,400,4,,,,
_1_17_23_4,5610,390,4,,,,
_1_17_24_4,5710,290,4,,,,
_1_17_25_4,5890,110,4,,,,
_1_18_19_4,5325,675,4,,,,
_1_18_20_4,5410,590,4,,,,
_1_18_21_4,5580,420,4,,,,
_1_18_22_4,5610,390,4,,,,
_1_18_23_4,5620,380,4,,,,
_1_18_24_4,5720,280,4,,,,
_1_18_25_4,5900,100,4,,,,
_1_19_20_4,5525,475,4,,,,
_1_19_21_4,5695,305,4,,,,
_1_19_22_4,5725,275,4,,,,
_1_19_23_4,5735,265,4,,,,
_1_19_24_4,5835,165,4,,,,
_1_20_21_4,5780,220,4,,,,
_1_20_22_4,5810,190,4,,,,
_1_20_23_4,5820,180,4,,,,
_1_20_24_4,5920,80,4,,,,
_1_21_22_4,5980,20,4,,,,
_1_21_23_4,5990,10,4,,,,
_1_5_6_7,3940,2060,4,2m0,EMPTY,,
_1_5_6_8,4020,1980,4,1m5,EMPTY,,
_1_5_6_9,4245,1755,4,1m5,EMPTY,,
_1_10_5_6,4395,1605,4,1m5,EMPTY,,
_1_11_5_6,4395,1605,4,1m5,EMPTY,,
_1_12_5_6,4395,1605,4,1m5,EMPTY,,
_1_13_5_6,4395,1605,4,1m5,EMPTY,,
_1_14_5_6,4395,1605,4,1m5,EMPTY,,
_1_15_5_6,4395,1605,4,1m5,EMPTY,,
_1_16_5_6,4400,1600,4,1m5,EMPTY,,
_1_17_5_6,4555,1445,4,1m0,EMPTY,,
_1_18_5_6,4565,1435,4,1m0,EMPTY,,
_1_19_5_6,4680,1320,4,1m0,EMPTY,,
_1_20_5_6,4765,1235,4,1m0,EMPTY,,
_1_21_5_6,4935,1065,4,1m0,EMPTY,,
_1_22_5_6,4965,1035,4,1m0,EMPTY,,
_1_23_5_6,4975,1025,4,1m0,EMPTY,,
_1_24_5_6,5075,925,4,,,,
_1_25_5_6,5255,745,4,,,,
_1_26_5_6,5370,630,4,,,,
_1_27_5_6,5410,590,4,,,,
_1_28_5_6,5445,555,4,,,,
_1_29_5_6,5490,510,4,,,,
_1_30_5_6,5520,480,4,,,,
_1_31_5_6,5525,475,4,,,,
_1_32_5_6,5655,345,4,,,,
_1_5_7_8,4040,1960,4,1m5,EMPTY,,
_1_5_7_9,4265,1735,4,1m5,EMPTY,,
_1_10_5_7,4415,1585,4,1m5,EMPTY,,
_1_11_5_7,4415,1585,4,1m5,EMPTY,,
_1_12_5_7,4415,1585,4,1m5,EMPTY,,
_1_13_5_7,4415,1585,4,1m5,EMPTY,,
_1_14_5_7,4415,1585,4,1m5,EMPTY,,
_1_15_5_7,4415,1585,4,1m5,EMPTY,,
_1_16_5_7,4420,1580,4,1m5,EMPTY,,
_1_17_5_7,4575,1425,4,1m0,EMPTY,,
_1_18_5_7,4585,1415,4,1m0,EMPTY,,
_1_19_5_7,4700,1300,4,1m0,EMPTY,,
_1_20_5_7,4785,1215,4,1m0,EMPTY,,
_1_21_5_7,4955,1045,4,1m0,EMPTY,,
_1_22_5_7,4985,1015,4,1m0,EMPTY,,
_1_23_5_7,4995,1005,4,1m0,EMPTY,,
_1_24_5_7,5095,905,4,,,,
_1_25_5_7,5275,725,4,,,,
_1_26_5_7,5390,610,4,,,,
_1_27_5_7,5430,570,4,,,,
_1_28_5_7,5465,535,4,,,,
_1_29_5_7,5510,490,4,,,,
_1_30_5_7,5540,460,4,,,,
_1_31_5_7,5545,455,4,,,,
_1_32_5_7,5675,325,4,,,,
_1_5_8_9,4345,1655,4,1m5,EMPTY,,
_1_10_5_8,4495,1505,4,1m5,EMPTY,,
_1_11_5_8,4495,1505,4,1m5,EMPTY,,
_1_12_5_8,4495,1505,4,1m5,EMPTY,,
_1_13_5_8,4495,1505,4,1m5,EMPTY,,
_1_14_5_8,4495,1505,4,1m5,EMPTY,,
_1_15_5_8,4495,1505,4,1m5,EMPTY,,
_1_16_5_8,4500,1500,4,1m5,EMPTY,,
_1_17_5_8,4655,1345,4,1m0,EMPTY,,
_1_18_5_8,4665,1335,4,1m0,EMPTY,,
_1_19_5_8,4780,1220,4,1m0,EMPTY,,
_1_20_5_8,4865,1135,4,1m0,EMPTY,,
_1_21_5_8,5035,965,4,,,,
_1_22_5_8,5065,935,4,,,,
_1_23_5_8,5075,925,4,,,,
_1_24_5_8,5175,825,4,,,,
_1_25_5_8,5355,645,4,,,,
_1_26_5_8,5470,530,4,,,,
_1_27_5_8,5510,490,4,,,,
_1_28_5_8,5545,455,4,,,,
_1_29_5_8,5590,410,4,,,,
_1_30_5_8,5620,380,4,,,,
_1_31_5_8,5625,375,4,,,,
_1_32_5_8,5755,245,4,,,,
_1_10_5_9,4720,1280,4,1m0,EMPTY,,
_1_11_5_9,4720,1280,4,1m0,EMPTY,,
_1_12_5_9,4720,1280,4,1m0,EMPTY,,
_1_13_5_9,4720,1280,4,1m0,EMPTY,,
_1_14_5_9,4720,1280,4,1m0,EMPTY,,
_1_15_5_9,4720,1280,4,1m0,EMPTY,,
_1_16_5_9,4725,1275,4,1m0,EMPTY,,
_1_17_5_9,4880,1120,4,1m0,EMPTY,,
_1_18_5_9,4890,1110,4,1m0,EMPTY,,
_1_19_5_9,5005,995,4,,,,
_1_20_5_9,5090,910,4,,,,
_1_21_5_9,5260,740,4,,,,
_1_22_5_9,5290,710,4,,,,
_1_23_5_9,5300,700,4,,,,
_1_24_5_9,5400,600,4,,,,
_1_25_5_9,5580,420,4,,,,
_1_26_5_9,5695,305,4,,,,
_1_27_5_9,5735,265,4,,,,
_1_28_5_9,5770,230,4,,,,
_1_29_5_9,5815,185,4,,,,
_1_30_5_9,5845,155,4,,,,
_1_31_5_9,5850,150,4,,,,
_1_32_5_9,5980,20,4,,,,
_1_10_11_5,4870,1130,4,1m0,EMPTY,,
_1_10_12_5,4870,1130,4,1m0,EMPTY,,
_1_10_13_5,4870,1130,4,1m0,EMPTY,,
_1_10_14_5,4870,1130,4,1m0,EMPTY,,
_1_10_15_5,4870,1130,4,1m0,EMPTY,,
_1_10_16_5,4875,1125,4,1m0,EMPTY,,
_1_10_17_5,5030,970,4,,,,
_1_10_18_5,5040,960,4,,,,
_1_10_19_5,5155,845,4,,,,
_1_10_20_5,5240,760,4,,,,
_1_10_21_5,5410,590,4,,,,
_1_10_22_5,5440,560,4,,,,
_1_10_23_5,5450,550,4,,,,
_1_10_24_5,5550,450,4,,,,
_1_10_25_5,5730,270,4,,,,
_1_10_26_5,5845,155,4,,,,
_1_10_27_5,5885,115,4,,,,
_1_10_28_5,5920,80,4,,,,
_1_10_29_5,5965,35,4,,,,
_1_10_30_5,5995,5,4,,,,
_1_11_12_5,4870,1130,4,1m0,EMPTY,,
_1_11_13_5,4870,1130,4,1m0,EMPTY,,
_1_11_14_5,4870,1130,4,1m0,EMPTY,,
_1_11_15_5,4870,1130,4,1m0,EMPTY,,
_1_11_16_5,4875,1125,4,1m0,EMPTY,,
_1_11_17_5,5030,970,4,,,,
_1_11_18_5,5040,960,4,,,,
_1_11_19_5,5155,845,4,,,,
_1_11_20_5,5240,760,4,,,,
_1_11_21_5,5410,590,4,,,,
_1_11_22_5,5440,560,4,,,,
_1_11_23_5,5450,550,4,,,,
_1_11_24_5,5550,450,4,,,,
_1_11_25_5,5730,270,4,,,,
_1_11_26_5,5845,155,4,,,,
_1_11_27_5,5885,115,4,,,,
_1_11_28_5,5920,80,4,,,,
_1_11_29_5,5965,35,4,,,,
_1_11_30_5,5995,5,4,,,,
_1_12_13_5,4870,1130,4,1m0,EMPTY,,
_1_12_14_5,4870,1130,4,1m0,EMPTY,,
_1_12_15_5,4870,1130,4,1m0,EMPTY,,
_1_12_16_5,4875,1125,4,1m0,EMPTY,,
_1_12_17_5,5030,970,4,,,,
_1_12_18_5,5040,960,4,,,,
_1_12_19_5,5155,845,4,,,,
_1_12_20_5,5240,760,4,,,,
_1_12_21_5,5410,590,4,,,,
_1_12_22_5,5440,560,4,,,,
_1_12_23_5,5450,550,4,,,,
_1_12_24_5,5550,450,4,,,,
_1_12_25_5,5730,270,4,,,,
_1_12_26_5,5845,155,4,,,,
_1_12_27_5,5885,115,4,,,,
_1_12_28_5,5920,80,4,,,,
_1_12_29_5,5965,35,4,,,,
_1_12_30_5,5995,5,4,,,,
_1_13_14_5,4870,1130,4,1m0,EMPTY,,
_1_13_15_5,4870,1130,4,1m0,EMPTY,,
_1_13_16_5,4875,1125,4,1m0,EMPTY,,
_1_13_17_5,5030,970,4,,,,
_1_13_18_5,5040,960,4,,,,
_1_13_19_5,5155,845,4,,,,
_1_13_20_5,5240,760,4,,,,
_1_13_21_5,5410,590,4,,,,
_1_13_22_5,5440,560,4,,,,
_1_13_23_5,5450,550,4,,,,
_1_13_24_5,5550,450,4,,,,
_1_13_25_5,5730,270,4,,,,
_1_13_26_5,5845,155,4,,,,
_1_13_27_5,5885,115,4,,,,
_1_13_28_5,5920,80,4,,,,
_1_13_29_5,5965,35,4,,,,
_1_13_30_5,5995,5,4,,,,
_1_14_15_5,4870,1130,4,1m0,EMPTY,,
_1_14_16_5,4875,1125,4,1m0,EMPTY,,
_1_14_17_5,5030,970,4,,,,
_1_14_18_5,5040,960,4,,,,
_1_14_19_5,5155,845,4,,,,
_1_14_20_5,5240,760,4,,,,
_1_14_21_5,5410,590,4,,,,
_1_14_22_5,5440,560,4,,,,
_1_14_23_5,5450,550,4,,,,
_1_14_24_5,5550,450,4,,,,
_1_14_25_5,5730,270,4,,,,
_1_14_26_5,5845,155,4,,,,
_1_14_27_5,5885,115,4,,,,
_1_14_28_5,5920,80,4,,,,
_1_14_29_5,5965,35,4,,,,
_1_14_30_5,5995,5,4,,,,
_1_15_16_5,4875,1125,4,1m0,EMPTY,,
_1_15_17_5,5030,970,4,,,,
_1_15_18_5,5040,960,4,,,,
_1_15_19_5,5155,845,4,,,,
_1_15_20_5,5240,760,4,,,,
_1_15_21_5,5410,590,4,,,,
_1_15_22_5,5440,560,4,,,,
_1_15_23_5,5450,550,4,,,,
_1_15_24_5,5550,450,4,,,,
_1_15_25_5,5730,270,4,,,,
_1_15_26_5,5845,155,4,,,,
_1_15_27_5,5885,115,4,,,,
_1_15_28_5,5920,80,4,,,,
_1_15_29_5,5965,35,4,,,,
_1_15_30_5,5995,5,4,,,,
_1_16_17_5,5035,965,4,,,,
_1_16_18_5,5045,955,4,,,,
_1_16_19_5,5160,840,4,,,,
_1_16_20_5,5245,755,4,,,,
_1_16_21_5,5415,585,4,,,,
_1_16_22_5,5445,555,4,,,,
_1_16_23_5,5455,545,4,,,,
_1_16_24_5,5555,445,4,,,,
_1_16_25_5,5735,265,4,,,,
_1_16_26_5,5850,150,4,,,,
_1_16_27_5,5890,110,4,,,,
_1_16_28_5,5925,75,4,,,,
_1_16_29_5,5970,30,4,,,,
_1_17_18_5,5200,800,4,,,,
_1_17_19_5,5315,685,4,,,,
_1_17_20_5,5400,600,4,,,,
_1_17_21_5,5570,430,4,,,,
_1_17_22_5,5600,400,4,,,,
_1_17_23_5,5610,390,4,,,,
_1_17_24_5,5710,290,4,,,,
_1_17_25_5,5890,110,4,,,,
_1_18_19_5,5325,675,4,,,,
_1_18_20_5,5410,590,4,,,,
_1_18_21_5,5580,420,4,,,,
_1_18_22_5,5610,390,4,,,,
_1_18_23_5,5620,380,4,,,,
_1_18_24_5,5720,280,4,,,,
_1_18_25_5,5900,100,4,,,,
_1_19_20_5,5525,475,4,,,,
_1_19_21_5,5695,305,4,,,,
_1_19_22_5,5725,275,4,,,,
_1_19_23_5,5735,265,4,,,,
_1_19_24_5,5835,165,4,,,,
_1_20_21_5,5780,220,4,,,,
_1_20_22_5,5810,190,4,,,,
_1_20_23_5,5820,180,4,,,,
_1_20_24_5,5920,80,4,,,,
_1_21_22_5,5980,20,4,,,,
_1_21_23_5,5990,10,4,,,,
_1_6_7_8,4040,1960,4,1m5,EMPTY,,
_1_6_7_9,4265,1735,4,1m5,EMPTY,,
_1_10_6_7,4415,1585,4,1m5,EMPTY,,
_1_11_6_7,4415,1585,4,1m5,EMPTY,,
_1_12_6_7,4415,1585,4,1m5,EMPTY,,
_1_13_6_7,4415,1585,4,1m5,EMPTY,,
_1_14_6_7,4415,1585,4,1m5,EMPTY,,
_1_15_6_7,4415,1585,4,1m5,EMPTY,,
_1_16_6_7,4420,1580,4,1m5,EMPTY,,
_1_17_6_7,4575,1425,4,1m0,EMPTY,,
_1_18_6_7,4585,1415,4,1m0,EMPTY,,
_1_19_6_7,4700,1300,4,1m0,EMPTY,,
_1_20_6_7,4785,1215,4,1m0,EMPTY,,
_1_21_6_7,4955,1045,4,1m0,EMPTY,,
_1_22_6_7,4985,1015,4,1m0,EMPTY,,
_1_23_6_7,4995,1005,4,1m0,EMPTY,,
_1_24_6_7,5095,905,4,,,,
_1_25_6_7,5275,725,4,,,,
_1_26_6_7,5390,610,4,,,,
_1_27_6_7,5430,570,4,,,,
_1_28_6_7,5465,535,4,,,,
_1_29_6_7,5510,490,4,,,,
_1_30_6_7,5540,460,4,,,,
_1_31_6_7,5545,455,4,,,,
_1_32_6_7,5675,325,4,,,,
_1_6_8_9,4345,1655,4,1m5,EMPTY,,
_1_10_6_8,4495,1505,4,1m5,EMPTY,,
_1_11_6_8,4495,1505,4,1m5,EMPTY,,
_1_12_6_8,4495,1505,4,1m5,EMPTY,,
_1_13_6_8,4495,1505,4,1m5,EMPTY,,
_1_14_6_8,4495,1505,4,1m5,EMPTY,,
_1_15_6_8,4495,1505,4,1m5,EMPTY,,
_1_16_6_8,4500,1500,4,1m5,EMPTY,,
_1_17_6_8,4655,1345,4,1m0,EMPTY,,
_1_18_6_8,4665,1335,4,1m0,EMPTY,,
_1_19_6_8,4780,1220,4,1m0,EMPTY,,
_1_20_6_8,4865,1135,4,1m0,EMPTY,,
_1_21_6_8,5035,965,4,,,,
_1_22_6_8,5065,935,4,,,,
_1_23_6_8,5075,925,4,,,,
_1_24_6_8,5175,825,4,,,,
_1_25_6_8,5355,645,4,,,,
_1_26_6_8,5470,530,4,,,,
_1_27_6_8,5510,490,4,,,,
_1_28_6_8,5545,455,4,,,,
_1_29_6_8,5590,410,4,,,,
_1_30_6_8,5620,380,4,,,,
_1_31_6_8,5625,375,4,,,,
_1_32_6_8,5755,245,4,,,,
_1_10_6_9,4720,1280,4,1m0,EMPTY,,
_1_11_6_9,4720,1280,4,1m0,EMPTY,,
_1_12_6_9,4720,1280,4,1m0,EMPTY,,
_1_13_6_9,4720,1280,4,1m0,EMPTY,,
_1_14_6_9,4720,1280,4,1m0,EMPTY,,
_1_15_6_9,4720,1280,4,1m0,EMPTY,,
_1_16_6_9,4725,1275,4,1m0,EMPTY,,
_1_17_6_9,4880,1120,4,1m0,EMPTY,,
_1_18_6_9,4890,1110,4,1m0,EMPTY,,
_1_19_6_9,5005,995,4,,,,
_1_20_6_9,5090,910,4,,,,
_1_21_6_9,5260,740,4,,,,
_1_22_6_9,5290,710,4,,,,
_1_23_6_9,5300,700,4,,,,
_1_24_6_9,5400,600,4,,,,
_1_25_6_9,5580,420,4,,,,
_1_26_6_9,5695,305,4,,,,
_1_27_6_9,5735,265,4,,,,
_1_28_6_9,5770,230,4,,,,
_1_29_6_9,5815,185,4,,,,
_1_30_6_9,5845,155,4,,,,
_1_31_6_9,5850,150,4,,,,
_1_32_6_9,5980,20,4,,,,
_1_10_11_6,4870,1130,4,1m0,EMPTY,,
_1_10_12_6,4870,1130,4,1m0,EMPTY,,
_1_10_13_6,4870,1130,4,1m0,EMPTY,,
_1_10_14_6,4870,1130,4,1m0,EMPTY,,
_1_10_15_6,4870,1130,4,1m0,EMPTY,,
_1_10_16_6,4875,1125,4,1m0,EMPTY,,
_1_10_17_6,5030,970,4,,,,
_1_10_18_6,5040,960,4,,,,
_1_10_19_6,5155,845,4,,,,
_1_10_20_6,5240,760,4,,,,
_1_10_21_6,5410,590,4,,,,
_1_10_22_6,5440,560,4,,,,
_1_10_23_6,5450,550,4,,,,
_1_10_24_6,5550,450,4,,,,
_1_10_25_6,5730,270,4,,,,
_1_10_26_6,5845,155,4,,,,
_1_10_27_6,5885,115,4,,,,
_1_10_28_6,5920,80,4,,,,
_1_10_29_6,5965,35,4,,,,
_1_10_30_6,5995,5,4,,,,
_1_11_12_6,4870,1130,4,1m0,EMPTY,,
_1_11_13_6,4870,1130,4,1m0,EMPTY,,
_1_11_14_6,4870,1130,4,1m0,EMPTY,,
_1_11_15_6,4870,1130,4,1m0,EMPTY,,
_1_11_16_6,4875,1125,4,1m0,EMPTY,,
_1_11_17_6,5030,970,4,,,,
_1_11_18_6,5040,960,4,,,,
_1_11_19_6,5155,845,4,,,,
_1_11_20_6,5240,760,4,,,,
_1_11_21_6,5410,590,4,,,,
_1_11_22_6,5440,560,4,,,,
_1_11_23_6,5450,550,4,,,,
_1_11_24_6,5550,450,4,,,,
_1_11_25_6,5730,270,4,,,,
_1_11_26_6,5845,155,4,,,,
_1_11_27_6,5885,115,4,,,,
_1_11_28_6,5920,80,4,,,,
_1_11_29_6,5965,35,4,,,,
_1_11_30_6,5995,5,4,,,,
_1_12_13_6,4870,1130,4,1m0,EMPTY,,
_1_12_14_6,4870,1130,4,1m0,EMPTY,,
_1_12_15_6,4870,1130,4,1m0,EMPTY,,
_1_12_16_6,4875,1125,4,1m0,EMPTY,,
_1_12_17_6,5030,970,4,,,,
_1_12_18_6,5040,960,4,,,,
_1_12_19_6,5155,845,4,,,,
_1_12_20_6,5240,760,4,,,,
_1_12_21_6,5410,590,4,,,,
_1_12_22_6,5440,560,4,,,,
_1_12_23_6,5450,550,4,,,,
_1_12_24_6,5550,450,4,,,,
_1_12_25_6,5730,270,4,,,,
_1_12_26_6,5845,155,4,,,,
_1_12_27_6,5885,115,4,,,,
_1_12_28_6,5920,80,4,,,,
_1_12_29_6,5965,35,4,,,,
_1_12_30_6,5995,5,4,,,,
_1_13_14_6,4870,1130,4,1m0,EMPTY,,
_1_13_15_6,4870,1130,4,1m0,EMPTY,,
_1_13_16_6,4875,1125,4,1m0,EMPTY,,
_1_13_17_6,5030,970,4,,,,
_1_13_18_6,5040,960,4,,,,
_1_13_19_6,5155,845,4,,,,
_1_13_20_6,5240,760,4,,,,
_1_13_21_6,5410,590,4,,,,
_1_13_22_6,5440,560,4,,,,
_1_13_23_6,5450,550,4,,,,
_1_13_24_6,5550,450,4,,,,
_1_13_25_6,5730,270,4,,,,
_1_13_26_6,5845,155,4,,,,
_1_13_27_6,5885,115,4,,,,
_1_13_28_6,5920,80,4,,,,
_1_13_29_6,5965,35,4,,,,
_1_13_30_6,5995,5,4,,,,
_1_14_15_6,4870,1130,4,1m0,EMPTY,,
_1_14_16_6,4875,1125,4,1m0,EMPTY,,
_1_14_17_6,5030,970,4,,,,
_1_14_18_6,5040,960,4,,,,
_1_14_19_6,5155,845,4,,,,
_1_14_20_6,5240,760,4,,,,
_1_14_21_6,5410,590,4,,,,
_1_14_22_6,5440,560,4,,,,
_1_14_23_6,5450,550,4,,,,
_1_14_24_6,5550,450,4,,,,
_1_14_25_6,5730,270,4,,,,
_1_14_26_6,5845,155,4,,,,
_1_14_27_6,5885,115,4,,,,
_1_14_28_6,5920,80,4,,,,
_1_14_29_6,5965,35,4,,,,
_1_14_30_6,5995,5,4,,,,
_1_15_16_6,4875,1125,4,1m0,EMPTY,,
_1_15_17_6,5030,970,4,,,,
_1_15_18_6,5040,960,4,,,,
_1_15_19_6,5155,845,4,,,,
_1_15_20_6,5240,760,4,,,,
_1_15_21_6,5410,590,4,,,,
_1_15_22_6,5440,560,4,,,,
_1_15_23_6,5450,550,4,,,,
_1_15_24_6,5550,450,4,,,,
_1_15_25_6,5730,270,4,,,,
_1_15_26_6,5845,155,4,,,,
_1_15_27_6,5885,115,4,,,,
_1_15_28_6,5920,80,4,,,,
_1_15_29_6,5965,35,4,,,,
_1_15_30_6,5995,5,4,,,,
_1_16_17_6,5035,965,4,,,,
_1_16_18_6,5045,955,4,,,,
_1_16_19_6,5160,840,4,,,,
_1_16_20_6,5245,755,4,,,,
_1_16_21_6,5415,585,4,,,,
_1_16_22_6,5445,555,4,,,,
_1_16_23_6,5455,545,4,,,,
_1_16_24_6,5555,445,4,,,,
_1_16_25_6,5735,265,4,,,,
_1_16_26_6,5850,150,4,,,,
_1_16_27_6,5890,110,4,,,,
_1_16_28_6,5925,75,4,,,,
_1_16_29_6,5970,30,4,,,,
_1_17_18_6,5200,800,4,,,,
_1_17_19_6,5315,685,4,,,,
_1_17_20_6,5400,600,4,,,,
_1_17_21_6,5570,430,4,,,,
_1_17_22_6,5600,400,4,,,,
_1_17_23_6,5610,390,4,,,,
_1_17_24_6,5710,290,4,,,,
_1_17_25_6,5890,110,4,,,,
_1_18_19_6,5325,675,4,,,,
